"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"	"gender"
"GRIN12"	1.51448674184016e-28	-1.73659885748134	0.067	0.185	5.08731241451527e-24	"Mig"	"GRIN1"	"brain region: Entorhinal cortex"	"male"
"SLC1A32"	1.99196819293461e-28	0.603849426262947	0.79	0.491	6.69122035688666e-24	"Mig"	"SLC1A3"	"brain region: Entorhinal cortex"	"male"
"TMEM163"	3.66691537049071e-28	1.67999802581128	0.222	0.031	1.23175354210153e-23	"Mig"	"TMEM163"	"brain region: Entorhinal cortex"	"male"
"TGFBR1"	2.23929220559781e-27	1.10693504926742	0.315	0.092	7.52200644782361e-23	"Mig"	"TGFBR1"	"brain region: Entorhinal cortex"	"male"
"ELMO1-AS1"	2.77159696216151e-27	1.4241252600596	0.205	0.023	9.31007135559672e-23	"Mig"	"ELMO1-AS1"	"brain region: Entorhinal cortex"	"male"
"FOXP12"	7.76708362238081e-27	0.932654147906644	0.3	0.081	2.60904105959394e-22	"Mig"	"FOXP1"	"brain region: Entorhinal cortex"	"male"
"RNF1491"	1.07958105156243e-26	1.08359912781123	0.262	0.058	3.62642071030336e-22	"Mig"	"RNF149"	"brain region: Entorhinal cortex"	"male"
"ARHGAP241"	2.08112379731075e-26	0.683346303157804	0.644	0.348	6.99070294754655e-22	"Mig"	"ARHGAP24"	"brain region: Entorhinal cortex"	"male"
"FNDC3B2"	2.93111654040492e-26	1.50599170030986	0.204	0.026	9.84591357087416e-22	"Mig"	"FNDC3B"	"brain region: Entorhinal cortex"	"male"
"DDX52"	4.32367367748154e-26	0.981282014080456	0.275	0.068	1.45236522500282e-21	"Mig"	"DDX5"	"brain region: Entorhinal cortex"	"male"
"RNF1112"	5.72611210153562e-26	1.16654527970932	0.237	0.045	1.92345831602683e-21	"Mig"	"RNF111"	"brain region: Entorhinal cortex"	"male"
"BACH11"	5.98578161233244e-26	1.04683470810856	0.303	0.087	2.01068390139859e-21	"Mig"	"BACH1"	"brain region: Entorhinal cortex"	"male"
"SCIN"	7.54229679790794e-26	1.37800230014453	0.212	0.031	2.53353291738525e-21	"Mig"	"SCIN"	"brain region: Entorhinal cortex"	"male"
"C9orf84"	9.09895076300874e-26	1.74482877653893	0.169	0.008	3.05642855080226e-21	"Mig"	"C9orf84"	"brain region: Entorhinal cortex"	"male"
"FMNL22"	3.79278297478202e-25	0.825196503726272	0.412	0.166	1.27403372905903e-20	"Mig"	"FMNL2"	"brain region: Entorhinal cortex"	"male"
"DLEU11"	4.10326314967012e-25	1.2085272988997	0.233	0.047	1.37832712460569e-20	"Mig"	"DLEU1"	"brain region: Entorhinal cortex"	"male"
"ARL5A"	5.48932140993155e-25	1.16981776209137	0.222	0.039	1.84391795481011e-20	"Mig"	"ARL5A"	"brain region: Entorhinal cortex"	"male"
"PTPRC"	2.07747603887619e-24	0.729094615694645	0.332	0.106	6.97844976218902e-20	"Mig"	"PTPRC"	"brain region: Entorhinal cortex"	"male"
"ARHGAP26-AS1"	2.29225613364519e-24	2.03680088335648	0.151	0.003	7.69991757852754e-20	"Mig"	"ARHGAP26-AS1"	"brain region: Entorhinal cortex"	"male"
"LRP42"	3.89819968508448e-24	0.616918679600383	0.465	0.2	1.30944425621673e-19	"Mig"	"LRP4"	"brain region: Entorhinal cortex"	"male"
"SRGAP2B1"	5.37012605014999e-24	0.723385303285644	0.513	0.243	1.80387904150588e-19	"Mig"	"SRGAP2B"	"brain region: Entorhinal cortex"	"male"
"NRGN2"	5.68709602261282e-24	-1.5170637808286	0.042	0.132	1.91035242495587e-19	"Mig"	"NRGN"	"brain region: Entorhinal cortex"	"male"
"NR3C11"	1.94976684929857e-23	1.17735930952658	0.229	0.05	6.54946182347882e-19	"Mig"	"NR3C1"	"brain region: Entorhinal cortex"	"male"
"DNM12"	1.9830688702837e-23	-1.62196788812291	0.042	0.13	6.66132664216997e-19	"Mig"	"DNM1"	"brain region: Entorhinal cortex"	"male"
"AC105402.42"	2.35923960766487e-23	-1.64682830857445	0.058	0.158	7.92492176610705e-19	"Mig"	"AC105402.4"	"brain region: Entorhinal cortex"	"male"
"DLEU7"	2.61280779333304e-23	1.41466486643636	0.168	0.014	8.776682658585e-19	"Mig"	"DLEU7"	"brain region: Entorhinal cortex"	"male"
"HNRNPH12"	2.8909308750015e-23	1.08596045883417	0.215	0.04	9.71092590221755e-19	"Mig"	"HNRNPH1"	"brain region: Entorhinal cortex"	"male"
"PAQR3"	3.4305052411726e-23	1.60522065490749	0.152	0.006	1.15234101556229e-18	"Mig"	"PAQR3"	"brain region: Entorhinal cortex"	"male"
"PDXDC12"	8.69871575924031e-23	0.946724603834109	0.264	0.072	2.92198561068641e-18	"Mig"	"PDXDC1"	"brain region: Entorhinal cortex"	"male"
"RP11-417F21.11"	3.96403660823447e-22	1.38903107594819	0.161	0.014	1.33155953707204e-17	"Mig"	"RP11-417F21.1"	"brain region: Entorhinal cortex"	"male"
"GAB21"	4.58952784592803e-22	0.695369987258181	0.393	0.159	1.54166829872568e-17	"Mig"	"GAB2"	"brain region: Entorhinal cortex"	"male"
"FRMD4B"	4.74842403683993e-22	0.682287818898635	0.329	0.116	1.5950431182149e-17	"Mig"	"FRMD4B"	"brain region: Entorhinal cortex"	"male"
"KCNMA11"	5.28045201182077e-22	0.739753367668787	0.305	0.101	1.77375663529072e-17	"Mig"	"KCNMA1"	"brain region: Entorhinal cortex"	"male"
"ARHGAP262"	8.35602396806469e-22	0.637490312959661	0.571	0.29	2.80687201111261e-17	"Mig"	"ARHGAP26"	"brain region: Entorhinal cortex"	"male"
"SRGAP2C1"	1.01875652200911e-21	0.634696874651376	0.387	0.156	3.42210503308081e-17	"Mig"	"SRGAP2C"	"brain region: Entorhinal cortex"	"male"
"MED12L1"	1.52850329196344e-21	1.23303142191431	0.194	0.035	5.13439540803439e-17	"Mig"	"MED12L"	"brain region: Entorhinal cortex"	"male"
"PTPN2"	1.58330736348986e-21	1.09065760559331	0.209	0.043	5.31848776469877e-17	"Mig"	"PTPN2"	"brain region: Entorhinal cortex"	"male"
"SYN12"	1.59313140963675e-21	-1.42347185046701	0.028	0.1	5.35148771811079e-17	"Mig"	"SYN1"	"brain region: Entorhinal cortex"	"male"
"RP11-353N4.5"	2.25304017944073e-21	1.2275474817728	0.157	0.014	7.56818726675934e-17	"Mig"	"RP11-353N4.5"	"brain region: Entorhinal cortex"	"male"
"HDAC9"	2.54748672501711e-21	0.723532755897552	0.369	0.15	8.55726265800496e-17	"Mig"	"HDAC9"	"brain region: Entorhinal cortex"	"male"
"CRLF32"	2.58880538364246e-21	1.05345576014006	0.208	0.043	8.69605616419339e-17	"Mig"	"CRLF3"	"brain region: Entorhinal cortex"	"male"
"FAM177B"	2.88935303386502e-21	1.12693470474675	0.239	0.064	9.705625776056e-17	"Mig"	"FAM177B"	"brain region: Entorhinal cortex"	"male"
"RP11-356C4.5"	5.97769106312067e-21	1.5415156514881	0.148	0.011	2.00796620501286e-16	"Mig"	"RP11-356C4.5"	"brain region: Entorhinal cortex"	"male"
"ACER32"	7.16545069606703e-21	0.995303457055803	0.226	0.056	2.40694654331588e-16	"Mig"	"ACER3"	"brain region: Entorhinal cortex"	"male"
"ENC12"	8.46956673045743e-21	-1.4593856739765	0.037	0.116	2.84501216042796e-16	"Mig"	"ENC1"	"brain region: Entorhinal cortex"	"male"
"STARD132"	9.92104113180495e-21	1.35741912728558	0.175	0.027	3.3325769265846e-16	"Mig"	"STARD13"	"brain region: Entorhinal cortex"	"male"
"FRMD4A2"	1.56828880056065e-20	-0.637212230027746	0.62	0.699	5.26803890996329e-16	"Mig"	"FRMD4A"	"brain region: Entorhinal cortex"	"male"
"KCNMB1"	1.96819986081658e-20	1.42225791588613	0.145	0.011	6.61138015246897e-16	"Mig"	"KCNMB1"	"brain region: Entorhinal cortex"	"male"
"MS4A6A"	2.0151241106378e-20	1.02803066944152	0.191	0.037	6.76900340004344e-16	"Mig"	"MS4A6A"	"brain region: Entorhinal cortex"	"male"
"TMEM59L1"	2.36271175706756e-20	-1.48398004019845	0.039	0.118	7.93658506316565e-16	"Mig"	"TMEM59L"	"brain region: Entorhinal cortex"	"male"
"DISC11"	2.84792561362144e-20	0.513333123489661	0.329	0.121	9.56646692871579e-16	"Mig"	"DISC1"	"brain region: Entorhinal cortex"	"male"
"ARL2-SNX15"	5.37250943103376e-20	1.86284440530075	0.127	0.003	1.80467964297855e-15	"Mig"	"ARL2-SNX15"	"brain region: Entorhinal cortex"	"male"
"MYO102"	7.13809997778659e-20	1.14603767088905	0.155	0.018	2.39775916353829e-15	"Mig"	"MYO10"	"brain region: Entorhinal cortex"	"male"
"RP11-304M2.3"	1.25422075672821e-19	1.63715884009453	0.125	0.003	4.21305294392573e-15	"Mig"	"RP11-304M2.3"	"brain region: Entorhinal cortex"	"male"
"BMP2K1"	2.39304056819512e-19	0.575639695400797	0.365	0.15	8.03846257262421e-15	"Mig"	"BMP2K"	"brain region: Entorhinal cortex"	"male"
"FILIP1L1"	4.13823494066268e-19	1.26890147509637	0.155	0.021	1.390074498918e-14	"Mig"	"FILIP1L"	"brain region: Entorhinal cortex"	"male"
"EPSTI1"	4.14817230281036e-19	1.44589561675688	0.137	0.011	1.39341255823703e-14	"Mig"	"EPSTI1"	"brain region: Entorhinal cortex"	"male"
"SYNDIG1"	4.37986019844705e-19	-1.08482689125105	0.35	0.452	1.47123883926035e-14	"Mig"	"SYNDIG1"	"brain region: Entorhinal cortex"	"male"
"SSH22"	5.16639959175484e-19	0.4621330282077	0.605	0.337	1.73544528686637e-14	"Mig"	"SSH2"	"brain region: Entorhinal cortex"	"male"
"CPM1"	7.41623364104007e-19	1.07566368725875	0.196	0.047	2.49118704236177e-14	"Mig"	"CPM"	"brain region: Entorhinal cortex"	"male"
"SLC25A372"	7.56329879109066e-19	0.651207407112951	0.295	0.106	2.54058769691526e-14	"Mig"	"SLC25A37"	"brain region: Entorhinal cortex"	"male"
"ZNF5652"	9.92194420007134e-19	1.27044952752123	0.144	0.016	3.33288027624596e-14	"Mig"	"ZNF565"	"brain region: Entorhinal cortex"	"male"
"ATP8B1"	1.07625579686872e-18	1.26055426241468	0.15	0.019	3.61525084726172e-14	"Mig"	"ATP8B1"	"brain region: Entorhinal cortex"	"male"
"CD163"	1.2735236339612e-18	1.83566072960771	0.122	0.005	4.27789323883906e-14	"Mig"	"CD163"	"brain region: Entorhinal cortex"	"male"
"SPDYE21"	1.27735683072134e-18	1.33593913331304	0.119	0.003	4.29076933007604e-14	"Mig"	"SPDYE2"	"brain region: Entorhinal cortex"	"male"
"RBM47"	1.64596653271194e-18	0.657844350723068	0.378	0.169	5.52896618003268e-14	"Mig"	"RBM47"	"brain region: Entorhinal cortex"	"male"
"ANKUB1"	1.8993974984399e-18	1.11107175409068	0.146	0.018	6.38026613700948e-14	"Mig"	"ANKUB1"	"brain region: Entorhinal cortex"	"male"
"ABHD3"	1.97493431162978e-18	1.23276536173183	0.147	0.019	6.63400184619559e-14	"Mig"	"ABHD3"	"brain region: Entorhinal cortex"	"male"
"PLEKHO1"	2.29833294969836e-18	-1.63592026757216	0.058	0.143	7.72033021133176e-14	"Mig"	"PLEKHO1"	"brain region: Entorhinal cortex"	"male"
"RP11-480C22.1"	2.38427279271106e-18	-1.51606107571485	0.063	0.151	8.00901073799573e-14	"Mig"	"RP11-480C22.1"	"brain region: Entorhinal cortex"	"male"
"CHST111"	2.87155422971559e-18	0.519473801535777	0.554	0.296	9.64583781303762e-14	"Mig"	"CHST11"	"brain region: Entorhinal cortex"	"male"
"FMN1"	3.75004400125787e-18	0.587472350280963	0.347	0.148	1.25967728046253e-13	"Mig"	"FMN1"	"brain region: Entorhinal cortex"	"male"
"REV3L2"	3.91962730568187e-18	0.978660645227068	0.166	0.031	1.3166420082516e-13	"Mig"	"REV3L"	"brain region: Entorhinal cortex"	"male"
"DIAPH22"	8.48553648678921e-18	0.460002736344356	0.423	0.198	2.85037656127736e-13	"Mig"	"DIAPH2"	"brain region: Entorhinal cortex"	"male"
"SOD22"	9.49978735055603e-18	1.15933068842285	0.146	0.021	3.19107356892528e-13	"Mig"	"SOD2"	"brain region: Entorhinal cortex"	"male"
"RP11-701P16.2"	1.10453999575959e-17	1.84796713721391	0.107	0	3.71026029975603e-13	"Mig"	"RP11-701P16.2"	"brain region: Entorhinal cortex"	"male"
"BAIAP2L11"	1.15884156079759e-17	1.35510342942129	0.116	0.005	3.89266468687519e-13	"Mig"	"BAIAP2L1"	"brain region: Entorhinal cortex"	"male"
"TCF122"	1.27741946640209e-17	0.41290958756701	0.464	0.225	4.29097972959125e-13	"Mig"	"TCF12"	"brain region: Entorhinal cortex"	"male"
"SKAP2"	1.30591751340157e-17	0.587952169981866	0.274	0.098	4.38670751926721e-13	"Mig"	"SKAP2"	"brain region: Entorhinal cortex"	"male"
"DOCK52"	1.56793427576867e-17	0.947714160836229	0.157	0.027	5.26684802573454e-13	"Mig"	"DOCK5"	"brain region: Entorhinal cortex"	"male"
"RP11-439A17.10"	1.72798230839095e-17	1.40318234894626	0.124	0.01	5.80446537211604e-13	"Mig"	"RP11-439A17.10"	"brain region: Entorhinal cortex"	"male"
"ATG72"	1.85722512755234e-17	0.534764295664636	0.274	0.098	6.23860492596106e-13	"Mig"	"ATG7"	"brain region: Entorhinal cortex"	"male"
"HLA-B1"	1.89623671669692e-17	0.96323908864099	0.146	0.021	6.36964875505661e-13	"Mig"	"HLA-B"	"brain region: Entorhinal cortex"	"male"
"NAIP1"	2.14845668559605e-17	0.525199601533615	0.352	0.153	7.21688085258569e-13	"Mig"	"NAIP"	"brain region: Entorhinal cortex"	"male"
"MAML22"	2.34541209945116e-17	0.513375884800481	0.52	0.277	7.87847378326638e-13	"Mig"	"MAML2"	"brain region: Entorhinal cortex"	"male"
"BIRC6-AS21"	2.44766262600949e-17	1.29954769755437	0.126	0.011	8.22194352702847e-13	"Mig"	"BIRC6-AS2"	"brain region: Entorhinal cortex"	"male"
"FGD2"	2.73077024728662e-17	0.761224204113684	0.221	0.068	9.17293033766047e-13	"Mig"	"FGD2"	"brain region: Entorhinal cortex"	"male"
"LIMK2"	2.84443319551222e-17	1.43883358501315	0.137	0.018	9.55473554704511e-13	"Mig"	"LIMK2"	"brain region: Entorhinal cortex"	"male"
"DSE1"	3.1966683781039e-17	1.0603323226464	0.141	0.019	1.07379287488888e-12	"Mig"	"DSE"	"brain region: Entorhinal cortex"	"male"
"RP11-196H14.2"	3.370400586118e-17	1.49500344119722	0.104	0	1.1321512608829e-12	"Mig"	"RP11-196H14.2"	"brain region: Entorhinal cortex"	"male"
"CPEB42"	3.73957123190809e-17	0.874613945799324	0.232	0.077	1.25615937251025e-12	"Mig"	"CPEB4"	"brain region: Entorhinal cortex"	"male"
"EIF4G32"	4.44698850551704e-17	0.471157827872142	0.362	0.161	1.49378790888823e-12	"Mig"	"EIF4G3"	"brain region: Entorhinal cortex"	"male"
"RP11-649G15.2"	5.08073177779974e-17	1.19357526871302	0.139	0.019	1.70666861148071e-12	"Mig"	"RP11-649G15.2"	"brain region: Entorhinal cortex"	"male"
"EXOC42"	7.02873193323243e-17	0.564406478156062	0.297	0.116	2.36102134369211e-12	"Mig"	"EXOC4"	"brain region: Entorhinal cortex"	"male"
"PICALM2"	8.30352930544407e-17	0.381759800344608	0.419	0.201	2.78923852899172e-12	"Mig"	"PICALM"	"brain region: Entorhinal cortex"	"male"
"SDCCAG82"	9.44791532642372e-17	0.455012712762033	0.317	0.129	3.17364923729899e-12	"Mig"	"SDCCAG8"	"brain region: Entorhinal cortex"	"male"
"BCYRN12"	2.13460382649312e-16	-1.33640188986961	0.171	0.275	7.17034771357303e-12	"Mig"	"BCYRN1"	"brain region: Entorhinal cortex"	"male"
"PABPN12"	2.21551391924945e-16	-1.43990673738189	0.04	0.11	7.44213280615083e-12	"Mig"	"PABPN1"	"brain region: Entorhinal cortex"	"male"
"AC006160.5"	2.49120577786657e-16	1.46743116744495	0.102	0.002	8.3682093284316e-12	"Mig"	"AC006160.5"	"brain region: Entorhinal cortex"	"male"
"SRGAP2-AS1"	2.55808025431843e-16	1.17892757886321	0.118	0.01	8.59284738228102e-12	"Mig"	"SRGAP2-AS1"	"brain region: Entorhinal cortex"	"male"
"MGAT4A"	2.63243110745862e-16	0.536125164826167	0.264	0.097	8.84259933306426e-12	"Mig"	"MGAT4A"	"brain region: Entorhinal cortex"	"male"
"FAM129A"	2.69656617437575e-16	1.19880891222541	0.132	0.018	9.05803543634557e-12	"Mig"	"FAM129A"	"brain region: Entorhinal cortex"	"male"
"HIF1A-AS21"	2.87188750617832e-16	1.23765883698092	0.108	0.005	9.6469573220036e-12	"Mig"	"HIF1A-AS2"	"brain region: Entorhinal cortex"	"male"
"HCLS1"	3.15638907793373e-16	0.714750876449667	0.196	0.055	1.06026265516872e-11	"Mig"	"HCLS1"	"brain region: Entorhinal cortex"	"male"
"ATF61"	3.4354812238829e-16	0.63337223366897	0.221	0.071	1.1540124979145e-11	"Mig"	"ATF6"	"brain region: Entorhinal cortex"	"male"
"FAM13B2"	3.74850634945661e-16	0.682002061599075	0.18	0.045	1.25916076784597e-11	"Mig"	"FAM13B"	"brain region: Entorhinal cortex"	"male"
"AP000487.61"	5.40226744654599e-16	1.15979433030102	0.122	0.013	1.81467565796926e-11	"Mig"	"AP000487.6"	"brain region: Entorhinal cortex"	"male"
"GPR34"	5.95156127526103e-16	0.980993895712482	0.153	0.031	1.99918894797293e-11	"Mig"	"GPR34"	"brain region: Entorhinal cortex"	"male"
"CH17-437K3.1"	8.94308437126883e-16	-1.29198433975911	0.239	0.335	3.00407147115291e-11	"Mig"	"CH17-437K3.1"	"brain region: Entorhinal cortex"	"male"
"DIAPH2-AS1"	1.03756554181548e-15	1.16585317378692	0.125	0.016	3.48528641151238e-11	"Mig"	"DIAPH2-AS1"	"brain region: Entorhinal cortex"	"male"
"FTX2"	1.0469445337999e-15	0.451708384035174	0.361	0.166	3.51679138348726e-11	"Mig"	"FTX"	"brain region: Entorhinal cortex"	"male"
"AC018890.61"	1.06826081891328e-15	1.09238131037354	0.117	0.011	3.5883949168116e-11	"Mig"	"AC018890.6"	"brain region: Entorhinal cortex"	"male"
"AP000476.1"	1.80948068529579e-15	0.937966865258414	0.144	0.027	6.0782265699771e-11	"Mig"	"AP000476.1"	"brain region: Entorhinal cortex"	"male"
"NEAT12"	1.82626229402998e-15	0.472504287463142	0.64	0.393	6.13459767187611e-11	"Mig"	"NEAT1"	"brain region: Entorhinal cortex"	"male"
"TG"	1.93296676326575e-15	1.21167058233044	0.1	0.003	6.49302865448597e-11	"Mig"	"TG"	"brain region: Entorhinal cortex"	"male"
"RP11-287D1.3"	2.13549163319783e-15	1.25490238701906	0.114	0.011	7.17332994507484e-11	"Mig"	"RP11-287D1.3"	"brain region: Entorhinal cortex"	"male"
"SPP1"	2.28253060302312e-15	0.796650883094133	0.487	0.3	7.66724854861498e-11	"Mig"	"SPP1"	"brain region: Entorhinal cortex"	"male"
"DOCK111"	3.0471875283772e-15	0.765110471063167	0.175	0.047	1.02358076265718e-10	"Mig"	"DOCK11"	"brain region: Entorhinal cortex"	"male"
"TRPS12"	3.15730554853224e-15	0.649678356094724	0.165	0.04	1.06057050680746e-10	"Mig"	"TRPS1"	"brain region: Entorhinal cortex"	"male"
"LPAR6"	3.20044578244152e-15	0.374663198904882	0.343	0.153	1.07506174277993e-10	"Mig"	"LPAR6"	"brain region: Entorhinal cortex"	"male"
"RAD51B2"	3.35078219461708e-15	0.553065963174656	0.26	0.1	1.12556124699382e-10	"Mig"	"RAD51B"	"brain region: Entorhinal cortex"	"male"
"RBPJ2"	3.99768009893543e-15	0.699462560641987	0.17	0.043	1.3428607220334e-10	"Mig"	"RBPJ"	"brain region: Entorhinal cortex"	"male"
"ADAM28"	4.20936580494183e-15	0.530948651205618	0.367	0.176	1.41396806753801e-10	"Mig"	"ADAM28"	"brain region: Entorhinal cortex"	"male"
"ZNF1482"	4.50852409276409e-15	0.795342133125793	0.173	0.047	1.51445832800038e-10	"Mig"	"ZNF148"	"brain region: Entorhinal cortex"	"male"
"LINC01094"	4.80301493546646e-15	0.823142642210837	0.153	0.034	1.61338074697254e-10	"Mig"	"LINC01094"	"brain region: Entorhinal cortex"	"male"
"RBM62"	5.39151376895324e-15	0.46535270577433	0.267	0.105	1.81106339012908e-10	"Mig"	"RBM6"	"brain region: Entorhinal cortex"	"male"
"KANSL1L2"	5.64106968280958e-15	0.699850816962098	0.16	0.039	1.89489171715257e-10	"Mig"	"KANSL1L"	"brain region: Entorhinal cortex"	"male"
"ITSN22"	6.29973530349037e-15	0.513580112595212	0.221	0.076	2.11614408579545e-10	"Mig"	"ITSN2"	"brain region: Entorhinal cortex"	"male"
"SNX2"	6.7981461676111e-15	0.925537332147091	0.127	0.019	2.28356527916224e-10	"Mig"	"SNX2"	"brain region: Entorhinal cortex"	"male"
"TAB22"	7.25964030058345e-15	0.519702228908716	0.255	0.1	2.43858577336899e-10	"Mig"	"TAB2"	"brain region: Entorhinal cortex"	"male"
"P4HA12"	8.6191245448955e-15	0.913303786574692	0.131	0.023	2.89525012587585e-10	"Mig"	"P4HA1"	"brain region: Entorhinal cortex"	"male"
"CLEC7A"	8.93820204048224e-15	0.848631718959938	0.129	0.021	3.00243144741839e-10	"Mig"	"CLEC7A"	"brain region: Entorhinal cortex"	"male"
"VMP12"	9.46140045724517e-15	0.589867938910483	0.205	0.066	3.17817902759322e-10	"Mig"	"VMP1"	"brain region: Entorhinal cortex"	"male"
"NUMB2"	1.20661902769696e-14	0.424682934229951	0.274	0.111	4.05315397593685e-10	"Mig"	"NUMB"	"brain region: Entorhinal cortex"	"male"
"SRGAP11"	1.29956288275848e-14	0.392342811138894	0.315	0.14	4.365361679474e-10	"Mig"	"SRGAP1"	"brain region: Entorhinal cortex"	"male"
"CBWD5"	1.29967922582637e-14	0.6920042288551	0.153	0.035	4.36575248747336e-10	"Mig"	"CBWD5"	"brain region: Entorhinal cortex"	"male"
"FNIP2"	1.32884506104134e-14	0.754444378090727	0.195	0.063	4.46372344454398e-10	"Mig"	"FNIP2"	"brain region: Entorhinal cortex"	"male"
"TBC1D8"	1.48918405836136e-14	1.02613925473436	0.118	0.016	5.00231817044165e-10	"Mig"	"TBC1D8"	"brain region: Entorhinal cortex"	"male"
"SPG112"	1.60761575619948e-14	0.659145058808089	0.15	0.034	5.40014208664967e-10	"Mig"	"SPG11"	"brain region: Entorhinal cortex"	"male"
"HNRNPL"	1.65407539372941e-14	-1.3170233333528	0.041	0.106	5.55620465507646e-10	"Mig"	"HNRNPL"	"brain region: Entorhinal cortex"	"male"
"RP11-1000B6.32"	2.17401874856492e-14	0.615625407040616	0.181	0.053	7.30274637830444e-10	"Mig"	"RP11-1000B6.3"	"brain region: Entorhinal cortex"	"male"
"PAPPA22"	2.24747249423127e-14	0.947661131493674	0.106	0.01	7.54948485537226e-10	"Mig"	"PAPPA2"	"brain region: Entorhinal cortex"	"male"
"MEF2C2"	2.24769958347251e-14	-0.705851911578137	0.625	0.62	7.5502476708425e-10	"Mig"	"MEF2C"	"brain region: Entorhinal cortex"	"male"
"DENND4A2"	2.6746952351862e-14	0.585300350243974	0.223	0.081	8.98456876451397e-10	"Mig"	"DENND4A"	"brain region: Entorhinal cortex"	"male"
"AC016831.72"	2.68272648424193e-14	0.957280512298428	0.111	0.013	9.01154653321708e-10	"Mig"	"AC016831.7"	"brain region: Entorhinal cortex"	"male"
"TXNRD12"	2.73012984128276e-14	0.582470151631477	0.18	0.053	9.17077914985291e-10	"Mig"	"TXNRD1"	"brain region: Entorhinal cortex"	"male"
"FAM135A1"	2.9013418485091e-14	0.506567688699619	0.163	0.042	9.74589740332693e-10	"Mig"	"FAM135A"	"brain region: Entorhinal cortex"	"male"
"PTGDS2"	2.92062485989536e-14	-1.44504510012685	0.138	0.23	9.81067096687451e-10	"Mig"	"PTGDS"	"brain region: Entorhinal cortex"	"male"
"USP151"	3.15671537741215e-14	0.376002517512112	0.276	0.114	1.06037226242652e-09	"Mig"	"USP15"	"brain region: Entorhinal cortex"	"male"
"TRIM13"	3.23619464076939e-14	0.950731607193336	0.108	0.011	1.08707014178084e-09	"Mig"	"TRIM13"	"brain region: Entorhinal cortex"	"male"
"SND11"	3.49258317970651e-14	0.791555232600422	0.158	0.04	1.17319361589522e-09	"Mig"	"SND1"	"brain region: Entorhinal cortex"	"male"
"HLA-DRA"	3.68303948042855e-14	0.487732624262731	0.201	0.066	1.23716979187076e-09	"Mig"	"HLA-DRA"	"brain region: Entorhinal cortex"	"male"
"FTH12"	3.86824610886615e-14	0.405600290416551	0.313	0.138	1.29938255042923e-09	"Mig"	"FTH1"	"brain region: Entorhinal cortex"	"male"
"RP11-556E13.1"	3.94295666155453e-14	0.349905761724823	0.355	0.169	1.32447857218278e-09	"Mig"	"RP11-556E13.1"	"brain region: Entorhinal cortex"	"male"
"TAOK32"	4.15569846873627e-14	0.45045330602193	0.288	0.122	1.3959406726332e-09	"Mig"	"TAOK3"	"brain region: Entorhinal cortex"	"male"
"GNAQ2"	4.31610652284778e-14	0.353246159052102	0.463	0.243	1.4498233420898e-09	"Mig"	"GNAQ"	"brain region: Entorhinal cortex"	"male"
