"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"	"region"
"TGFBR3"	8.78489652361807e-07	0.326314904059915	0.229	0.088	0.00945606261802249	"Ast"	"TGFBR3"	"AD"	"Entorhinal Cortex"
"BRAF"	8.91311681371579e-07	0.313776296082599	0.273	0.117	0.00959407893828368	"Ast"	"BRAF"	"AD"	"Entorhinal Cortex"
"NKX6-2"	9.0384123384245e-07	-1.29776194778877	0.033	0.152	0.00972894704108013	"Ast"	"NKX6-2"	"AD"	"Entorhinal Cortex"
"CRADD"	9.35648224549531e-07	0.275224340755413	0.31	0.136	0.0100713174890512	"Ast"	"CRADD"	"AD"	"Entorhinal Cortex"
"CACHD1"	9.40688472590065e-07	0.312053176270542	0.339	0.159	0.0101255707189595	"Ast"	"CACHD1"	"AD"	"Entorhinal Cortex"
"PTCH2"	9.44730592833312e-07	0.514461800492304	0.11	0.023	0.0101690801012578	"Ast"	"PTCH2"	"AD"	"Entorhinal Cortex"
"LINC00882"	9.46611899464803e-07	0.320158703874977	0.22	0.081	0.0101893304858391	"Ast"	"LINC00882"	"AD"	"Entorhinal Cortex"
"ZZEF1"	9.48093120495628e-07	0.4144212600207	0.176	0.056	0.0102052743490149	"Ast"	"ZZEF1"	"AD"	"Entorhinal Cortex"
"SLC8A1"	9.83668459172863e-07	0.617971638778751	0.135	0.035	0.0105882072945367	"Ast"	"SLC8A1"	"AD"	"Entorhinal Cortex"
"SIK2"	9.94162237177709e-07	0.239811106257038	0.298	0.134	0.0107011623209809	"Ast"	"SIK2"	"AD"	"Entorhinal Cortex"
"INO80"	1.01628035120241e-06	0.472010838826156	0.122	0.029	0.0109392417003427	"Ast"	"INO80"	"AD"	"Entorhinal Cortex"
"SPDYE5"	1.03941825355353e-06	0.394673310176961	0.106	0.021	0.0111882980812502	"Ast"	"SPDYE5"	"AD"	"Entorhinal Cortex"
"WBP4"	1.04283586904119e-06	0.28476435214511	0.11	0.023	0.0112250852943594	"Ast"	"WBP4"	"AD"	"Entorhinal Cortex"
"CD46"	1.0452834182891e-06	0.479858517826059	0.135	0.035	0.0112514307144639	"Ast"	"CD46"	"AD"	"Entorhinal Cortex"
"ESD"	1.05421997189031e-06	0.382471080406868	0.147	0.042	0.0113476237774273	"Ast"	"ESD"	"AD"	"Entorhinal Cortex"
"NWD1"	1.06970215072888e-06	0.481201991717026	0.155	0.046	0.0115142739504456	"Ast"	"NWD1"	"AD"	"Entorhinal Cortex"
"SNCAIP"	1.06973878534907e-06	0.506901204101567	0.127	0.031	0.0115146682854974	"Ast"	"SNCAIP"	"AD"	"Entorhinal Cortex"
"GRIA1"	1.08993146078416e-06	0.447094183736994	0.167	0.052	0.0117320222438807	"Ast"	"GRIA1"	"AD"	"Entorhinal Cortex"
"SDCCAG8"	1.09420299005369e-06	0.357381620137854	0.331	0.15	0.0117780009849379	"Ast"	"SDCCAG8"	"AD"	"Entorhinal Cortex"
"ARFGAP3"	1.10089900059442e-06	0.381422464708661	0.11	0.023	0.0118500768423983	"Ast"	"ARFGAP3"	"AD"	"Entorhinal Cortex"
"XPNPEP3"	1.10652822989731e-06	0.490260810449031	0.122	0.029	0.0119106698666147	"Ast"	"XPNPEP3"	"AD"	"Entorhinal Cortex"
"GSTK1"	1.13362948765273e-06	0.523854678996838	0.143	0.04	0.012202387805094	"Ast"	"GSTK1"	"AD"	"Entorhinal Cortex"
"THSD4-AS1"	1.14491282749977e-06	0.340779183783615	0.171	0.054	0.0123238416752076	"Ast"	"THSD4-AS1"	"AD"	"Entorhinal Cortex"
"SMC5"	1.14666123126661e-06	0.255069263468001	0.261	0.109	0.0123426614933538	"Ast"	"SMC5"	"AD"	"Entorhinal Cortex"
"ASH1L"	1.15215051759558e-06	0.326631528630412	0.306	0.138	0.0124017481713988	"Ast"	"ASH1L"	"AD"	"Entorhinal Cortex"
"BAALC"	1.16086395187488e-06	0.30761073134372	0.278	0.119	0.0124955395779812	"Ast"	"BAALC"	"AD"	"Entorhinal Cortex"
"DNHD1"	1.17144149946238e-06	0.466789807821372	0.159	0.048	0.0126093963002131	"Ast"	"DNHD1"	"AD"	"Entorhinal Cortex"
"CALR"	1.17169907652826e-06	-1.16700938892896	0.029	0.144	0.0126121688597502	"Ast"	"CALR"	"AD"	"Entorhinal Cortex"
"ST8SIA1"	1.17447678672733e-06	0.434317604336555	0.208	0.077	0.012642068132333	"Ast"	"ST8SIA1"	"AD"	"Entorhinal Cortex"
"PIR"	1.20317605811592e-06	0.450780280727006	0.114	0.025	0.0129509870895598	"Ast"	"PIR"	"AD"	"Entorhinal Cortex"
"TMEM184B"	1.20977765332544e-06	0.38999918492019	0.253	0.102	0.013022046660395	"Ast"	"TMEM184B"	"AD"	"Entorhinal Cortex"
"HECTD1"	1.234859506789e-06	0.35687822923477	0.204	0.073	0.0132920277310768	"Ast"	"HECTD1"	"AD"	"Entorhinal Cortex"
"CDKL3"	1.24206036390432e-06	0.431176246124375	0.147	0.042	0.0133695377570662	"Ast"	"CDKL3"	"AD"	"Entorhinal Cortex"
"EEF2"	1.25346744951359e-06	-1.35526183657926	0.041	0.163	0.0134923236265643	"Ast"	"EEF2"	"AD"	"Entorhinal Cortex"
"MFSD14C"	1.27127351600143e-06	0.402858154930429	0.155	0.046	0.0136839881262394	"Ast"	"MFSD14C"	"AD"	"Entorhinal Cortex"
"EXOC3"	1.27394400265643e-06	0.47985971565616	0.131	0.033	0.0137127332445938	"Ast"	"EXOC3"	"AD"	"Entorhinal Cortex"
"FIGN"	1.28453248203487e-06	0.235240823480236	0.42	0.213	0.0138267076366234	"Ast"	"FIGN"	"AD"	"Entorhinal Cortex"
"RP11-426C22.5"	1.28600405591239e-06	0.399813013522987	0.135	0.035	0.0138425476578409	"Ast"	"RP11-426C22.5"	"AD"	"Entorhinal Cortex"
"FNDC3A"	1.3007821978257e-06	0.48247995077445	0.171	0.056	0.0140016195773958	"Ast"	"FNDC3A"	"AD"	"Entorhinal Cortex"
"FAM157C"	1.30581238859152e-06	0.443669565767897	0.143	0.04	0.0140557645507991	"Ast"	"FAM157C"	"AD"	"Entorhinal Cortex"
"FKBP5"	1.34465295521621e-06	0.382538280172957	0.384	0.19	0.0144738444099473	"Ast"	"FKBP5"	"AD"	"Entorhinal Cortex"
"C7orf61"	1.3475220780512e-06	-1.22195267802203	0.008	0.106	0.0145047276481431	"Ast"	"C7orf61"	"AD"	"Entorhinal Cortex"
"IER2"	1.36818086718437e-06	0.895082705866302	0.127	0.033	0.0147270988543726	"Ast"	"IER2"	"AD"	"Entorhinal Cortex"
"TBC1D5"	1.36893618065928e-06	0.273686845589065	0.437	0.219	0.0147352290486165	"Ast"	"TBC1D5"	"AD"	"Entorhinal Cortex"
"PAM"	1.37906900102759e-06	0.587428194926589	0.176	0.058	0.014844298727061	"Ast"	"PAM"	"AD"	"Entorhinal Cortex"
"GLUL"	1.38373757991319e-06	-1.07678820739192	0.424	0.507	0.0148945513101856	"Ast"	"GLUL"	"AD"	"Entorhinal Cortex"
"DHRS3"	1.38953747370987e-06	0.431233191688196	0.143	0.04	0.014956981367013	"Ast"	"DHRS3"	"AD"	"Entorhinal Cortex"
"CTSA"	1.39803989855475e-06	-1.39652623495219	0.045	0.165	0.0150485014680433	"Ast"	"CTSA"	"AD"	"Entorhinal Cortex"
"ASAP1"	1.42291905966917e-06	0.206627509873779	0.388	0.188	0.0153163007582789	"Ast"	"ASAP1"	"AD"	"Entorhinal Cortex"
"ELAVL1"	1.42610318562498e-06	0.17734462726776	0.245	0.098	0.0153505746900673	"Ast"	"ELAVL1"	"AD"	"Entorhinal Cortex"
"SLCO1A2"	1.43609626785805e-06	-1.29312556977643	0.029	0.142	0.015458140227224	"Ast"	"SLCO1A2"	"AD"	"Entorhinal Cortex"
"ZNF302"	1.43752413565102e-06	0.42345993264814	0.171	0.056	0.0154735097961476	"Ast"	"ZNF302"	"AD"	"Entorhinal Cortex"
"NDUFAF6"	1.47813283943775e-06	0.380760688555683	0.131	0.033	0.0159106218837079	"Ast"	"NDUFAF6"	"AD"	"Entorhinal Cortex"
"HSD17B7"	1.49682816387926e-06	0.469165897339197	0.143	0.04	0.0161118583559963	"Ast"	"HSD17B7"	"AD"	"Entorhinal Cortex"
"ELF2"	1.53069862244583e-06	0.495381817412597	0.269	0.117	0.0164764399720069	"Ast"	"ELF2"	"AD"	"Entorhinal Cortex"
"NRXN1"	1.55308691113087e-06	-1.11100657058012	0.514	0.566	0.0167174275114127	"Ast"	"NRXN1"	"AD"	"Entorhinal Cortex"
"C5orf56"	1.55990713917229e-06	0.349674234623067	0.147	0.042	0.0167908404460506	"Ast"	"C5orf56"	"AD"	"Entorhinal Cortex"
"LINC00894"	1.56573222419668e-06	0.449711068470888	0.208	0.077	0.016853541661253	"Ast"	"LINC00894"	"AD"	"Entorhinal Cortex"
"ANKRD28"	1.58243788470779e-06	0.302491402111248	0.2	0.071	0.0170333613909947	"Ast"	"ANKRD28"	"AD"	"Entorhinal Cortex"
"PTPN11"	1.61364202075566e-06	0.327789697170834	0.135	0.035	0.0173692427114139	"Ast"	"PTPN11"	"AD"	"Entorhinal Cortex"
"BMPR1B"	1.63310312848097e-06	0.324572612826439	0.465	0.255	0.0175787220749691	"Ast"	"BMPR1B"	"AD"	"Entorhinal Cortex"
"NFIC"	1.63452520726665e-06	0.30894235018111	0.253	0.104	0.0175940293310183	"Ast"	"NFIC"	"AD"	"Entorhinal Cortex"
"PIBF1"	1.6418080261823e-06	0.479846032993971	0.196	0.071	0.0176724215938263	"Ast"	"PIBF1"	"AD"	"Entorhinal Cortex"
"TMEM178B"	1.66492732932052e-06	0.372104072118775	0.224	0.088	0.0179212777728061	"Ast"	"TMEM178B"	"AD"	"Entorhinal Cortex"
"NEMF"	1.67430374709881e-06	0.356651507025712	0.192	0.067	0.0180222055337716	"Ast"	"NEMF"	"AD"	"Entorhinal Cortex"
"LARP1"	1.70903098549161e-06	0.358248154764944	0.18	0.061	0.0183960095278317	"Ast"	"LARP1"	"AD"	"Entorhinal Cortex"
"FAF1"	1.71189876949464e-06	0.278801561737266	0.347	0.165	0.0184268783548403	"Ast"	"FAF1"	"AD"	"Entorhinal Cortex"
"TEAD1"	1.71490776125893e-06	0.194531713028308	0.29	0.125	0.0184592671421911	"Ast"	"TEAD1"	"AD"	"Entorhinal Cortex"
"SCFD1"	1.76155402146712e-06	0.437787895913409	0.163	0.052	0.0189613674870721	"Ast"	"SCFD1"	"AD"	"Entorhinal Cortex"
"PBRM1"	1.79488563241003e-06	0.315721921316952	0.253	0.104	0.0193201489472615	"Ast"	"PBRM1"	"AD"	"Entorhinal Cortex"
"STX18-AS1"	1.81202627741854e-06	0.52599495971825	0.131	0.035	0.0195046508501332	"Ast"	"STX18-AS1"	"AD"	"Entorhinal Cortex"
"ZNF638"	1.82690673283488e-06	0.2961575206925	0.371	0.177	0.0196648240722346	"Ast"	"ZNF638"	"AD"	"Entorhinal Cortex"
"ITCH"	1.83091697662479e-06	0.393494959881257	0.2	0.073	0.0197079903363892	"Ast"	"ITCH"	"AD"	"Entorhinal Cortex"
"RP11-123O10.4"	1.84720748063384e-06	0.536907049442662	0.102	0.021	0.0198833413215427	"Ast"	"RP11-123O10.4"	"AD"	"Entorhinal Cortex"
"APBB1"	1.86243569671603e-06	-1.29061564012514	0.106	0.24	0.0200472578394514	"Ast"	"APBB1"	"AD"	"Entorhinal Cortex"
"PMPCB"	1.89363957076727e-06	0.544628383702072	0.151	0.046	0.0203831363397389	"Ast"	"PMPCB"	"AD"	"Entorhinal Cortex"
"SNPH"	1.91641332449234e-06	-1.09725571050961	0.012	0.113	0.0206282730248355	"Ast"	"SNPH"	"AD"	"Entorhinal Cortex"
"CEP63"	1.91755116062084e-06	0.533442417484721	0.139	0.04	0.0206405206929228	"Ast"	"CEP63"	"AD"	"Entorhinal Cortex"
"BCL7C"	1.94124632178038e-06	0.515573705080726	0.106	0.023	0.020895575407644	"Ast"	"BCL7C"	"AD"	"Entorhinal Cortex"
"DECR1"	2.00533738498384e-06	0.478324597033453	0.122	0.031	0.0215854516119661	"Ast"	"DECR1"	"AD"	"Entorhinal Cortex"
"RNF149"	2.01586698016132e-06	0.370400533924535	0.188	0.067	0.0216987921744564	"Ast"	"RNF149"	"AD"	"Entorhinal Cortex"
"CIC"	2.0163715174155e-06	0.498830649110088	0.102	0.021	0.0217042230134605	"Ast"	"CIC"	"AD"	"Entorhinal Cortex"
"GPHN"	2.018889635942e-06	0.262641517122856	0.567	0.317	0.0217313280412797	"Ast"	"GPHN"	"AD"	"Entorhinal Cortex"
"PTK2"	2.04522458299313e-06	0.186483524344873	0.494	0.259	0.0220147974113381	"Ast"	"PTK2"	"AD"	"Entorhinal Cortex"
"SLC35G2"	2.05807858249421e-06	0.447796957468331	0.106	0.023	0.0221531578619677	"Ast"	"SLC35G2"	"AD"	"Entorhinal Cortex"
"EMC2"	2.102679357091e-06	0.396853152470543	0.143	0.042	0.0226332405997275	"Ast"	"EMC2"	"AD"	"Entorhinal Cortex"
"SPIDR"	2.10924993763037e-06	0.445305074825366	0.261	0.113	0.0227039663286533	"Ast"	"SPIDR"	"AD"	"Entorhinal Cortex"
"MAP3K14"	2.14277342175526e-06	0.476676465677992	0.139	0.04	0.0230648131117736	"Ast"	"MAP3K14"	"AD"	"Entorhinal Cortex"
"HSPA8"	2.14875039414074e-06	-1.13221061333886	0.029	0.14	0.0231291492425309	"Ast"	"HSPA8"	"AD"	"Entorhinal Cortex"
"CCL2"	2.16638643082348e-06	0.664994557123738	0.127	0.033	0.023318983541384	"Ast"	"CCL2"	"AD"	"Entorhinal Cortex"
"CRLF3"	2.21878305050843e-06	0.525229830324548	0.135	0.038	0.0238829807556728	"Ast"	"CRLF3"	"AD"	"Entorhinal Cortex"
"R3HDM2"	2.24031836879643e-06	0.403642129687813	0.224	0.09	0.0241147869217247	"Ast"	"R3HDM2"	"AD"	"Entorhinal Cortex"
"GRAMD1C"	2.30210397809458e-06	0.247346445244884	0.347	0.169	0.02477984722021	"Ast"	"GRAMD1C"	"AD"	"Entorhinal Cortex"
"ARRB1"	2.30699439997464e-06	0.271334399018252	0.163	0.052	0.0248324877213271	"Ast"	"ARRB1"	"AD"	"Entorhinal Cortex"
"PLA2G4C"	2.3352922594687e-06	0.496387194474425	0.139	0.04	0.0251370858809211	"Ast"	"PLA2G4C"	"AD"	"Entorhinal Cortex"
"EXOC1"	2.35913176947849e-06	0.285537947398883	0.163	0.052	0.0253936943666665	"Ast"	"EXOC1"	"AD"	"Entorhinal Cortex"
"BCL2L13"	2.36273801427129e-06	0.53197500586766	0.118	0.029	0.0254325119856161	"Ast"	"BCL2L13"	"AD"	"Entorhinal Cortex"
"SRBD1"	2.37295030437846e-06	0.4086431917594	0.114	0.027	0.0255424370763297	"Ast"	"SRBD1"	"AD"	"Entorhinal Cortex"
"PRDM16"	2.37474940455344e-06	0.291435664020909	0.31	0.142	0.0255618025906132	"Ast"	"PRDM16"	"AD"	"Entorhinal Cortex"
"WDR61"	2.38261715359591e-06	0.345839161060022	0.102	0.021	0.0256464910413064	"Ast"	"WDR61"	"AD"	"Entorhinal Cortex"
"UGGT2"	2.4181984178125e-06	0.293232774831636	0.22	0.088	0.0260294877693338	"Ast"	"UGGT2"	"AD"	"Entorhinal Cortex"
"FAM222B"	2.42189303062762e-06	0.396555509954077	0.167	0.054	0.0260692565816757	"Ast"	"FAM222B"	"AD"	"Entorhinal Cortex"
"KLHL5"	2.51037302535825e-06	0.35508358607683	0.106	0.023	0.0270216552449562	"Ast"	"KLHL5"	"AD"	"Entorhinal Cortex"
"ZCCHC7"	2.52780819456264e-06	0.0517111404234103	0.29	0.127	0.0272093274062723	"Ast"	"ZCCHC7"	"AD"	"Entorhinal Cortex"
"CDH23"	2.57931823961271e-06	0.306202372267685	0.18	0.063	0.0277637815311912	"Ast"	"CDH23"	"AD"	"Entorhinal Cortex"
"VPS36"	2.62029201820643e-06	0.423389600919531	0.135	0.038	0.028204823283974	"Ast"	"VPS36"	"AD"	"Entorhinal Cortex"
"NAA35"	2.64005512254309e-06	0.474064690659084	0.131	0.035	0.0284175533390538	"Ast"	"NAA35"	"AD"	"Entorhinal Cortex"
"ATF6B"	2.66990263435982e-06	0.167770441720648	0.208	0.075	0.0287388319562491	"Ast"	"ATF6B"	"AD"	"Entorhinal Cortex"
"EXOC6B"	2.72236430101089e-06	0.182914532232736	0.359	0.171	0.0293035293360812	"Ast"	"EXOC6B"	"AD"	"Entorhinal Cortex"
"LPXN"	2.7534906880513e-06	0.295441652414978	0.11	0.025	0.0296385737661842	"Ast"	"LPXN"	"AD"	"Entorhinal Cortex"
"KRIT1"	2.75376366654726e-06	0.339613599145127	0.135	0.038	0.0296415121067147	"Ast"	"KRIT1"	"AD"	"Entorhinal Cortex"
"NKAIN3"	2.75805851384857e-06	0.315311329554049	0.445	0.238	0.029687741843066	"Ast"	"NKAIN3"	"AD"	"Entorhinal Cortex"
"HLCS"	2.77746159693876e-06	0.40635140070314	0.118	0.029	0.0298965966294488	"Ast"	"HLCS"	"AD"	"Entorhinal Cortex"
"RDX"	2.81759899826349e-06	0.464410991356678	0.212	0.084	0.0303286356173082	"Ast"	"RDX"	"AD"	"Entorhinal Cortex"
"CUL5"	2.8396086948354e-06	0.152945800208807	0.224	0.086	0.0305655479912083	"Ast"	"CUL5"	"AD"	"Entorhinal Cortex"
"CCPG1"	2.88683061585193e-06	0.23149318659075	0.143	0.042	0.0310738447490301	"Ast"	"CCPG1"	"AD"	"Entorhinal Cortex"
"SLC39A12"	2.92801169230139e-06	0.290685321414498	0.29	0.132	0.0315171178559321	"Ast"	"SLC39A12"	"AD"	"Entorhinal Cortex"
"DDX17"	2.9689134389934e-06	-0.857492050297942	0.657	0.624	0.031957384257325	"Ast"	"DDX17"	"AD"	"Entorhinal Cortex"
"FKBP2"	2.9775200473771e-06	-1.21355670029456	0.045	0.163	0.0320500257899671	"Ast"	"FKBP2"	"AD"	"Entorhinal Cortex"
"CBR4"	3.05345968476015e-06	0.450107684281818	0.192	0.071	0.0328674400467583	"Ast"	"CBR4"	"AD"	"Entorhinal Cortex"
"PPP1R16A"	3.08321869682065e-06	0.454873768374016	0.159	0.052	0.0331877660525775	"Ast"	"PPP1R16A"	"AD"	"Entorhinal Cortex"
"KIF13A"	3.111222885193e-06	0.284079772189211	0.302	0.138	0.0334892031362174	"Ast"	"KIF13A"	"AD"	"Entorhinal Cortex"
"HMBOX1"	3.22285003652767e-06	0.184262220574855	0.322	0.15	0.0346907577931839	"Ast"	"HMBOX1"	"AD"	"Entorhinal Cortex"
"SUGCT"	3.24662826992742e-06	0.405530148632917	0.167	0.056	0.0349467066974988	"Ast"	"SUGCT"	"AD"	"Entorhinal Cortex"
"TENM2"	3.31056594566907e-06	0.182054438288442	0.457	0.244	0.0356349318391818	"Ast"	"TENM2"	"AD"	"Entorhinal Cortex"
"FADS2"	3.438852303374e-06	0.35015209768501	0.2	0.075	0.0370158061935177	"Ast"	"FADS2"	"AD"	"Entorhinal Cortex"
"BCKDHB"	3.44324171395853e-06	0.329544842572152	0.38	0.194	0.0370630538090497	"Ast"	"BCKDHB"	"AD"	"Entorhinal Cortex"
"COL9A2"	3.46078664652164e-06	0.142315144464502	0.167	0.054	0.0372519074631589	"Ast"	"COL9A2"	"AD"	"Entorhinal Cortex"
"TAX1BP1"	3.46440566120231e-06	0.459918855921196	0.159	0.052	0.0372908625371816	"Ast"	"TAX1BP1"	"AD"	"Entorhinal Cortex"
"ATP1B1"	3.47690497449967e-06	-1.3106727679881	0.049	0.165	0.0374254051455144	"Ast"	"ATP1B1"	"AD"	"Entorhinal Cortex"
"LINC00623"	3.50889148499775e-06	0.391474047657316	0.18	0.063	0.0377697079445157	"Ast"	"LINC00623"	"AD"	"Entorhinal Cortex"
"KLHDC1"	3.5945797043869e-06	0.418087408153485	0.159	0.052	0.0386920559380206	"Ast"	"KLHDC1"	"AD"	"Entorhinal Cortex"
"KATNBL1"	3.60086702001078e-06	0.389913764284403	0.184	0.067	0.038759732603396	"Ast"	"KATNBL1"	"AD"	"Entorhinal Cortex"
"MTA3"	3.63768661123345e-06	0.466524385302271	0.184	0.067	0.0391560586833169	"Ast"	"MTA3"	"AD"	"Entorhinal Cortex"
"CARNS1"	3.67843684793737e-06	-1.31552519686128	0.041	0.152	0.0395946942311979	"Ast"	"CARNS1"	"AD"	"Entorhinal Cortex"
"VPS53"	3.71995109834431e-06	0.417078547256849	0.216	0.086	0.0400415536225781	"Ast"	"VPS53"	"AD"	"Entorhinal Cortex"
"UBR2"	3.75635997691233e-06	0.28274184122372	0.22	0.088	0.0404334587914843	"Ast"	"UBR2"	"AD"	"Entorhinal Cortex"
"CDKAL1"	3.79184178788597e-06	0.273000400246745	0.294	0.134	0.0408153850048046	"Ast"	"CDKAL1"	"AD"	"Entorhinal Cortex"
"EFHC1"	3.79223465649599e-06	0.489218578681395	0.155	0.05	0.0408196138425228	"Ast"	"EFHC1"	"AD"	"Entorhinal Cortex"
"IL17RB"	3.80850726591253e-06	0.371770797195775	0.163	0.054	0.0409947722102824	"Ast"	"IL17RB"	"AD"	"Entorhinal Cortex"
"RP1-34H18.1"	3.88290622802059e-06	0.339085408438302	0.273	0.121	0.0417956026384136	"Ast"	"RP1-34H18.1"	"AD"	"Entorhinal Cortex"
"SOS1"	3.88822870968751e-06	0.340436858312522	0.233	0.094	0.0418528938310764	"Ast"	"SOS1"	"AD"	"Entorhinal Cortex"
"SAT2"	3.96932850644724e-06	0.21881760648388	0.257	0.106	0.0427258520433981	"Ast"	"SAT2"	"AD"	"Entorhinal Cortex"
"ARRDC2"	4.21884579278769e-06	-1.24842847214305	0.024	0.127	0.0454116561135667	"Ast"	"ARRDC2"	"AD"	"Entorhinal Cortex"
"MKLN1"	4.23957911324212e-06	0.299121806567662	0.771	0.463	0.0456348295749382	"Ast"	"MKLN1"	"AD"	"Entorhinal Cortex"
"PRTFDC1"	4.30914336554283e-06	0.427858291867644	0.18	0.065	0.0463836191867031	"Ast"	"PRTFDC1"	"AD"	"Entorhinal Cortex"
"PIK3R1"	4.33341829175983e-06	0.39752800715346	0.249	0.106	0.0466449144925028	"Ast"	"PIK3R1"	"AD"	"Entorhinal Cortex"
"ANKRD11"	4.38285377335296e-06	0.20324829494849	0.216	0.084	0.0471770380163712	"Ast"	"ANKRD11"	"AD"	"Entorhinal Cortex"
"CKMT2-AS1"	4.58752334026837e-06	0.550436190092582	0.118	0.031	0.0493801012346487	"Ast"	"CKMT2-AS1"	"AD"	"Entorhinal Cortex"
"SIRT5"	4.59627781696809e-06	0.436568012298569	0.102	0.023	0.0494743344218445	"Ast"	"SIRT5"	"AD"	"Entorhinal Cortex"
"TPK1"	4.59651621213522e-06	0.526727577081797	0.11	0.027	0.0494769005074235	"Ast"	"TPK1"	"AD"	"Entorhinal Cortex"
"ZCCHC11"	4.68511989028736e-06	0.242849577585547	0.286	0.132	0.0504306304990531	"Ast"	"ZCCHC11"	"AD"	"Entorhinal Cortex"
"RIC3"	4.84129910910941e-06	0.280086676213169	0.163	0.054	0.0521117436104537	"Ast"	"RIC3"	"AD"	"Entorhinal Cortex"
"FGGY"	4.86009510822363e-06	0.575555439807136	0.151	0.05	0.0523140637449192	"Ast"	"FGGY"	"AD"	"Entorhinal Cortex"
"TOMM40"	4.88988524262911e-06	0.410788496728241	0.102	0.023	0.0526347247516597	"Ast"	"TOMM40"	"AD"	"Entorhinal Cortex"
"SCMH1"	4.90718328189024e-06	0.313935502254083	0.224	0.092	0.0528209208462666	"Ast"	"SCMH1"	"AD"	"Entorhinal Cortex"
"SQSTM1"	4.94435955277643e-06	-1.27852483063848	0.114	0.244	0.0532210862260855	"Ast"	"SQSTM1"	"AD"	"Entorhinal Cortex"
"YAP1"	4.98367613840712e-06	0.32300607393443	0.29	0.132	0.0536442899538143	"Ast"	"YAP1"	"AD"	"Entorhinal Cortex"
"SAP30BP"	4.99953319503434e-06	0.417947801343138	0.229	0.096	0.0538149753113496	"Ast"	"SAP30BP"	"AD"	"Entorhinal Cortex"
"CDK11B"	5.00752589053478e-06	0.463542733914311	0.102	0.023	0.0539010086857164	"Ast"	"CDK11B"	"AD"	"Entorhinal Cortex"
"ABLIM1"	5.04134418364564e-06	0.205956485244847	0.62	0.37	0.0542650287927616	"Ast"	"ABLIM1"	"AD"	"Entorhinal Cortex"
"PHLDB1"	5.07101988679264e-06	-1.30152252209903	0.196	0.319	0.0545844580614359	"Ast"	"PHLDB1"	"AD"	"Entorhinal Cortex"
"ULK4"	5.10745180899053e-06	0.171297730493923	0.167	0.056	0.0549766112719741	"Ast"	"ULK4"	"AD"	"Entorhinal Cortex"
"USP16"	5.153145064287e-06	0.400972667760617	0.114	0.029	0.0554684534719852	"Ast"	"USP16"	"AD"	"Entorhinal Cortex"
"REPS1"	5.17329609834346e-06	0.198150710588586	0.327	0.157	0.055685359202569	"Ast"	"REPS1"	"AD"	"Entorhinal Cortex"
"GTDC1"	5.25499516029872e-06	0.484742810763732	0.18	0.067	0.0565647679054554	"Ast"	"GTDC1"	"AD"	"Entorhinal Cortex"
"CEP350"	5.26362417237011e-06	0.262559027924304	0.282	0.127	0.0566576505913918	"Ast"	"CEP350"	"AD"	"Entorhinal Cortex"
"PTOV1"	5.26998630812025e-06	-1.3705070924386	0.078	0.198	0.0567261326206064	"Ast"	"PTOV1"	"AD"	"Entorhinal Cortex"
"TTC28"	5.34823335608587e-06	0.321072858687834	0.404	0.217	0.0575683838449083	"Ast"	"TTC28"	"AD"	"Entorhinal Cortex"
"MTSS1L"	5.35349587171412e-06	0.196254097094728	0.424	0.217	0.0576250295631307	"Ast"	"MTSS1L"	"AD"	"Entorhinal Cortex"
"WWTR1"	5.40016323738847e-06	0.236769584316309	0.163	0.054	0.0581273570872495	"Ast"	"WWTR1"	"AD"	"Entorhinal Cortex"
"FADS1"	5.5721775719738e-06	0.421563242603733	0.118	0.031	0.0599789193847259	"Ast"	"FADS1"	"AD"	"Entorhinal Cortex"
"PAXBP1"	5.60617072472688e-06	0.338441074756536	0.176	0.063	0.0603448216809602	"Ast"	"PAXBP1"	"AD"	"Entorhinal Cortex"
"AMER2"	5.64543945586048e-06	-1.29693775133102	0.127	0.255	0.0607675103028822	"Ast"	"AMER2"	"AD"	"Entorhinal Cortex"
"ARHGAP32"	5.67885132935644e-06	0.329927674515757	0.327	0.159	0.0611271557091927	"Ast"	"ARHGAP32"	"AD"	"Entorhinal Cortex"
"USP33"	5.68353339194507e-06	0.328010445067986	0.192	0.071	0.0611775534308967	"Ast"	"USP33"	"AD"	"Entorhinal Cortex"
"IQCK"	5.78195998148479e-06	0.376757667740804	0.278	0.127	0.0622370172407023	"Ast"	"IQCK"	"AD"	"Entorhinal Cortex"
"RAP1B"	5.80347267434446e-06	0.462013656695776	0.114	0.029	0.0624685798666438	"Ast"	"RAP1B"	"AD"	"Entorhinal Cortex"
"SHPRH"	5.8884391593742e-06	0.459950200227565	0.241	0.106	0.0633831591115039	"Ast"	"SHPRH"	"AD"	"Entorhinal Cortex"
"SMOX"	5.8954185260106e-06	0.35731454170607	0.229	0.094	0.0634582850139781	"Ast"	"SMOX"	"AD"	"Entorhinal Cortex"
"METTL3"	5.9177324863974e-06	0.415567384080747	0.118	0.031	0.0636984724835816	"Ast"	"METTL3"	"AD"	"Entorhinal Cortex"
"PRRC2C"	5.96051063404562e-06	0.265168337094966	0.196	0.075	0.064158936464867	"Ast"	"PRRC2C"	"AD"	"Entorhinal Cortex"
"MCF2L"	6.01068868544728e-06	-1.1568836142127	0.016	0.111	0.0646990530101546	"Ast"	"MCF2L"	"AD"	"Entorhinal Cortex"
