"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"MAP4K41"	1.10319728965072e-06	-0.58529570085153	0.218	0.527	0.0118748156258003	"Mig"	"MAP4K4"	"male"	"Entorhinal Cortex"
"AP1B1"	1.16594186391398e-06	-1.3271454464683	0.034	0.218	0.0125501982231701	"Mig"	"AP1B1"	"male"	"Entorhinal Cortex"
"CH25H"	1.34031059937257e-06	-1.62149372138335	0	0.145	0.0144271032916463	"Mig"	"CH25H"	"male"	"Entorhinal Cortex"
"RP11-142M10.2"	1.34031622838609e-06	-1.56085974626469	0	0.145	0.0144271638823479	"Mig"	"RP11-142M10.2"	"male"	"Entorhinal Cortex"
"SLC26A31"	1.34368404304152e-06	1.65093166691274	0.136	0.019	0.0144634150392989	"Mig"	"SLC26A3"	"male"	"Entorhinal Cortex"
"NKX6-21"	1.40410111598645e-06	1.46602910321231	0.129	0.015	0.0151137444124781	"Mig"	"NKX6-2"	"male"	"Entorhinal Cortex"
"CALR1"	1.41894623691659e-06	1.59172452667547	0.204	0.057	0.0152735372941702	"Mig"	"CALR"	"male"	"Entorhinal Cortex"
"TENM41"	1.44862262399746e-06	-1.07530269165187	0.041	0.233	0.0155929739247086	"Mig"	"TENM4"	"male"	"Entorhinal Cortex"
"PLCL2"	1.47838644597641e-06	-1.04193668685033	0.088	0.309	0.0159133517044901	"Mig"	"PLCL2"	"male"	"Entorhinal Cortex"
"DLEU1"	1.59843293551394e-06	-1.12047118419421	0.048	0.24	0.0172055321178721	"Mig"	"DLEU1"	"male"	"Entorhinal Cortex"
"MAP3K51"	1.8116066783157e-06	-0.910432307142891	0.184	0.447	0.0195001342853902	"Mig"	"MAP3K5"	"male"	"Entorhinal Cortex"
"ACSL1"	1.81240754059878e-06	1.58120173029914	0.259	0.095	0.0195087547670052	"Mig"	"ACSL1"	"male"	"Entorhinal Cortex"
"PARK21"	1.90773904174194e-06	-0.937287681534323	0.116	0.359	0.0205349030453103	"Mig"	"PARK2"	"male"	"Entorhinal Cortex"
"GPR183"	1.96897290063163e-06	-1.72449706250543	0.02	0.183	0.0211940243023989	"Mig"	"GPR183"	"male"	"Entorhinal Cortex"
"TMEM156"	1.99043820398992e-06	-1.15934296154623	0.041	0.229	0.0214250768277475	"Mig"	"TMEM156"	"male"	"Entorhinal Cortex"
"AC074289.1"	2.17026762125823e-06	-1.35068829033674	0.014	0.172	0.0233607606752236	"Mig"	"AC074289.1"	"male"	"Entorhinal Cortex"
"SLC4A7"	2.19441295474626e-06	-0.961396535429203	0.122	0.359	0.0236206610448887	"Mig"	"SLC4A7"	"male"	"Entorhinal Cortex"
"INF21"	2.26086556045877e-06	1.68576042386394	0.177	0.042	0.0243359568927782	"Mig"	"INF2"	"male"	"Entorhinal Cortex"
"BTG2"	2.6751228758342e-06	-1.44437241292301	0.02	0.183	0.0287950226354793	"Mig"	"BTG2"	"male"	"Entorhinal Cortex"
"CSGALNACT11"	2.93145684645351e-06	-0.80998772406213	0.136	0.385	0.0315542014952256	"Mig"	"CSGALNACT1"	"male"	"Entorhinal Cortex"
"PLEKHA61"	3.20281443879757e-06	1.67038815006041	0.211	0.065	0.0344750946192171	"Mig"	"PLEKHA6"	"male"	"Entorhinal Cortex"
"ARHGAP15"	3.32260002715382e-06	-0.655943477708047	0.34	0.641	0.0357644666922837	"Mig"	"ARHGAP15"	"male"	"Entorhinal Cortex"
"PHACTR11"	3.36895597476935e-06	-1.33485744100806	0.034	0.202	0.0362634421124173	"Mig"	"PHACTR1"	"male"	"Entorhinal Cortex"
"MACROD21"	3.75445160424914e-06	-1.45105583557945	0.068	0.256	0.0404129170681377	"Mig"	"MACROD2"	"male"	"Entorhinal Cortex"
"CHD91"	4.1372290133174e-06	-0.54285989070487	0.252	0.565	0.0445331330993484	"Mig"	"CHD9"	"male"	"Entorhinal Cortex"
"HLA-B1"	4.48751790001788e-06	-0.866911190803588	0.15	0.389	0.0483036426757925	"Mig"	"HLA-B"	"male"	"Entorhinal Cortex"
"LINC01268"	4.54379194425575e-06	-1.13684041798601	0.014	0.164	0.0489093764879689	"Mig"	"LINC01268"	"male"	"Entorhinal Cortex"
"KCNMA11"	4.69755415935747e-06	-0.547225305561607	0.17	0.447	0.0505644729713238	"Mig"	"KCNMA1"	"male"	"Entorhinal Cortex"
"SDCCAG81"	4.87645484938994e-06	-0.680084794017655	0.19	0.469	0.0524901599988334	"Mig"	"SDCCAG8"	"male"	"Entorhinal Cortex"
"DPP101"	4.92539499761054e-06	-1.46669807578935	0.075	0.275	0.0530169517542798	"Mig"	"DPP10"	"male"	"Entorhinal Cortex"
"CD83"	5.10044316876139e-06	-1.60723864118929	0.027	0.187	0.0549011702685476	"Mig"	"CD83"	"male"	"Entorhinal Cortex"
"MAML3"	5.1221364684096e-06	-0.473212686978265	0.299	0.607	0.0551346769459609	"Mig"	"MAML3"	"male"	"Entorhinal Cortex"
"APOC11"	5.20202608314475e-06	1.75727121146153	0.245	0.092	0.0559946087589701	"Mig"	"APOC1"	"male"	"Entorhinal Cortex"
"PCNXL21"	5.32610776915447e-06	-0.794511575346082	0.102	0.313	0.0573302240271787	"Mig"	"PCNXL2"	"male"	"Entorhinal Cortex"
"APBA11"	5.34539389419129e-06	-1.07846582969309	0.054	0.237	0.057537819877075	"Mig"	"APBA1"	"male"	"Entorhinal Cortex"
"FAF11"	5.42821140413302e-06	-0.786496186197801	0.143	0.382	0.0584292675540878	"Mig"	"FAF1"	"male"	"Entorhinal Cortex"
"RAPGEF31"	5.68741333954244e-06	1.44719895651339	0.177	0.046	0.0612193171868348	"Mig"	"RAPGEF3"	"male"	"Entorhinal Cortex"
"AIF1"	6.01188441002521e-06	-1.18855704498399	0.054	0.229	0.0647119237895114	"Mig"	"AIF1"	"male"	"Entorhinal Cortex"
"SAMSN1"	6.14238957815558e-06	-0.812052978290068	0.184	0.439	0.0661166814192667	"Mig"	"SAMSN1"	"male"	"Entorhinal Cortex"
"DLG21"	6.16629701273925e-06	-0.970933882124874	0.17	0.412	0.0663740210451253	"Mig"	"DLG2"	"male"	"Entorhinal Cortex"
"RP11-1000B6.31"	6.72347461658244e-06	-1.08799953021244	0.061	0.248	0.0723714807728934	"Mig"	"RP11-1000B6.3"	"male"	"Entorhinal Cortex"
"ZMAT11"	7.12046381493936e-06	-1.25240228295787	0.014	0.156	0.0766446725040072	"Mig"	"ZMAT1"	"male"	"Entorhinal Cortex"
"HAVCR2"	7.35773177503017e-06	-1.0265508152104	0.068	0.252	0.0791986248264248	"Mig"	"HAVCR2"	"male"	"Entorhinal Cortex"
"XACT"	7.75234115848697e-06	-1.59076198323054	0.007	0.141	0.0834462002299537	"Mig"	"XACT"	"male"	"Entorhinal Cortex"
"ZNF6921"	8.38425838042878e-06	1.43265139598106	0.116	0.015	0.0902481572069354	"Mig"	"ZNF692"	"male"	"Entorhinal Cortex"
"ADAP2"	9.04957705238093e-06	-1.07279816625116	0.054	0.233	0.0974096473918283	"Mig"	"ADAP2"	"male"	"Entorhinal Cortex"
"FCGBP"	9.12903605950405e-06	1.78223195615267	0.19	0.057	0.0982649441445016	"Mig"	"FCGBP"	"male"	"Entorhinal Cortex"
"ARHGAP211"	9.24537797730317e-06	-0.700133733102903	0.15	0.397	0.0995172485476913	"Mig"	"ARHGAP21"	"male"	"Entorhinal Cortex"
"DLEU7-AS1"	9.66117326787673e-06	-1.14053393339088	0.034	0.195	0.103992869055425	"Mig"	"DLEU7-AS1"	"male"	"Entorhinal Cortex"
"STRBP1"	1.01286707036942e-05	-1.18072197156099	0.034	0.195	0.109025011454565	"Mig"	"STRBP"	"male"	"Entorhinal Cortex"
"STIP11"	1.05159431267316e-05	1.4884578775387	0.122	0.019	0.113193611816139	"Mig"	"STIP1"	"male"	"Entorhinal Cortex"
"SLC11A1"	1.14169038203298e-05	1.75390010597251	0.184	0.053	0.122891552722029	"Mig"	"SLC11A1"	"male"	"Entorhinal Cortex"
"SRSF61"	1.23520469716224e-05	1.33565419664907	0.129	0.023	0.132957433602543	"Mig"	"SRSF6"	"male"	"Entorhinal Cortex"
"MED12L1"	1.25483220810482e-05	-1.14893750307719	0.014	0.153	0.135070138880402	"Mig"	"MED12L"	"male"	"Entorhinal Cortex"
"HAMP"	1.3115619563333e-05	1.68642021516315	0.163	0.042	0.141176528979716	"Mig"	"HAMP"	"male"	"Entorhinal Cortex"
"KCNIP11"	1.34363229023756e-05	-1.0279568717453	0.054	0.225	0.144628579721171	"Mig"	"KCNIP1"	"male"	"Entorhinal Cortex"
"SETD51"	1.36846407664538e-05	-0.845954604703662	0.088	0.294	0.147301473210108	"Mig"	"SETD5"	"male"	"Entorhinal Cortex"
"ABR1"	1.59271007109208e-05	-0.710384752207382	0.197	0.447	0.171439312052351	"Mig"	"ABR"	"male"	"Entorhinal Cortex"
"APC1"	1.60330179696527e-05	-1.05264072495875	0.02	0.164	0.172579405425342	"Mig"	"APC"	"male"	"Entorhinal Cortex"
"OSBPL61"	1.65006248452224e-05	-0.98769585846009	0.02	0.164	0.177612725833974	"Mig"	"OSBPL6"	"male"	"Entorhinal Cortex"
"PLA2G4A"	1.66152762458767e-05	-0.763044978483843	0.102	0.302	0.178846833510617	"Mig"	"PLA2G4A"	"male"	"Entorhinal Cortex"
"OXR11"	1.80051651889504e-05	-0.794275500572672	0.265	0.504	0.193807598093862	"Mig"	"OXR1"	"male"	"Entorhinal Cortex"
"RAPGEF1"	1.83527050244926e-05	-0.73280538822441	0.088	0.282	0.197548516883638	"Mig"	"RAPGEF1"	"male"	"Entorhinal Cortex"
"GMDS-AS11"	1.83527958626349e-05	-0.671293356539965	0.088	0.282	0.197549494665402	"Mig"	"GMDS-AS1"	"male"	"Entorhinal Cortex"
"STARD131"	1.86849564280494e-05	1.45969348027456	0.272	0.122	0.201124870991524	"Mig"	"STARD13"	"male"	"Entorhinal Cortex"
"DOCK101"	1.94771654837591e-05	-0.611545970553817	0.293	0.565	0.209652209267182	"Mig"	"DOCK10"	"male"	"Entorhinal Cortex"
"WASH11"	2.05568805323139e-05	1.51459696872667	0.231	0.095	0.221274262049827	"Mig"	"WASH1"	"male"	"Entorhinal Cortex"
"RP11-96H19.11"	2.07322916355254e-05	-1.17281978591525	0.027	0.172	0.223162387164795	"Mig"	"RP11-96H19.1"	"male"	"Entorhinal Cortex"
"IGSF21"	2.13489098183101e-05	-1.0173448146368	0.041	0.198	0.229799665284289	"Mig"	"IGSF21"	"male"	"Entorhinal Cortex"
"NCKAP51"	2.19841877857412e-05	-0.744757660006112	0.177	0.416	0.236637797325719	"Mig"	"NCKAP5"	"male"	"Entorhinal Cortex"
"BCOR1"	2.26644806502037e-05	1.3348774776519	0.163	0.042	0.243960469718792	"Mig"	"BCOR"	"male"	"Entorhinal Cortex"
"AEBP11"	2.2806557306432e-05	1.45089043089066	0.116	0.019	0.245489782846435	"Mig"	"AEBP1"	"male"	"Entorhinal Cortex"
"LRCH1"	2.28340436914975e-05	-0.828666855335989	0.116	0.317	0.245785646295279	"Mig"	"LRCH1"	"male"	"Entorhinal Cortex"
"LY86"	2.43227104651793e-05	-0.793232236629031	0.129	0.34	0.26180965544719	"Mig"	"LY86"	"male"	"Entorhinal Cortex"
"MYRF1"	2.7228596731711e-05	1.51492183843801	0.211	0.08	0.293088615220137	"Mig"	"MYRF"	"male"	"Entorhinal Cortex"
"SERPINB9"	2.86311609447031e-05	-0.9494196473028	0.061	0.233	0.308185816408784	"Mig"	"SERPINB9"	"male"	"Entorhinal Cortex"
"SRSF71"	2.9803166972782e-05	-0.934939382815876	0.068	0.244	0.320801289295025	"Mig"	"SRSF7"	"male"	"Entorhinal Cortex"
"MMP24"	2.98034138335013e-05	-1.22666355444197	0	0.111	0.320803946503808	"Mig"	"MMP24"	"male"	"Entorhinal Cortex"
"DIP2A"	3.00880110157943e-05	-0.83082952693935	0.061	0.233	0.32386735057401	"Mig"	"DIP2A"	"male"	"Entorhinal Cortex"
"NTM1"	3.25629585248555e-05	-1.04733841894206	0.088	0.267	0.350507685561544	"Mig"	"NTM"	"male"	"Entorhinal Cortex"
"PDE4D1"	3.41053580439136e-05	-1.04683646010521	0.082	0.256	0.367110073984686	"Mig"	"PDE4D"	"male"	"Entorhinal Cortex"
"MKNK1"	3.50638834404052e-05	-0.855640250687484	0.129	0.34	0.377427641352522	"Mig"	"MKNK1"	"male"	"Entorhinal Cortex"
"WDFY21"	3.69572895581428e-05	-0.443926748724276	0.095	0.282	0.397808264803849	"Mig"	"WDFY2"	"male"	"Entorhinal Cortex"
"GALNT21"	3.71845401396279e-05	-0.527995897534008	0.068	0.244	0.400254390062954	"Mig"	"GALNT2"	"male"	"Entorhinal Cortex"
"KIAA1147"	3.91212434694185e-05	-1.10234644936306	0.02	0.153	0.421101064704821	"Mig"	"KIAA1147"	"male"	"Entorhinal Cortex"
"GPM6A1"	4.04908929873867e-05	-0.938063214883008	0.075	0.248	0.43584397211623	"Mig"	"GPM6A"	"male"	"Entorhinal Cortex"
"NR3C11"	4.16862821826025e-05	-0.796090720895407	0.109	0.298	0.448711141413533	"Mig"	"NR3C1"	"male"	"Entorhinal Cortex"
"GAB21"	4.18672771283728e-05	-0.660873577187048	0.19	0.416	0.450659371009804	"Mig"	"GAB2"	"male"	"Entorhinal Cortex"
"CCK1"	4.25901890159746e-05	-1.0037104159849	0.02	0.153	0.45844079456795	"Mig"	"CCK"	"male"	"Entorhinal Cortex"
"VSIG4"	4.45299707649493e-05	1.2910915053036	0.265	0.122	0.479320605313915	"Mig"	"VSIG4"	"male"	"Entorhinal Cortex"
"CACNB41"	4.57359848188347e-05	-0.83409192670867	0.082	0.263	0.492302140589937	"Mig"	"CACNB4"	"male"	"Entorhinal Cortex"
"PAQR31"	4.60858660371058e-05	-1.19619669597704	0.007	0.122	0.496068262023407	"Mig"	"PAQR3"	"male"	"Entorhinal Cortex"
"SNX291"	4.62728612244849e-05	-0.731910691749697	0.156	0.374	0.498081078220355	"Mig"	"SNX29"	"male"	"Entorhinal Cortex"
"NRG31"	5.02595723270802e-05	-0.983149539320796	0.054	0.21	0.540994036528691	"Mig"	"NRG3"	"male"	"Entorhinal Cortex"
"AKT31"	5.47499330036507e-05	-0.66802641246093	0.177	0.397	0.589328278851296	"Mig"	"AKT3"	"male"	"Entorhinal Cortex"
"MNDA"	5.95522819416079e-05	-0.768890478566037	0.034	0.176	0.641020762819467	"Mig"	"MNDA"	"male"	"Entorhinal Cortex"
"TUBA1B1"	6.01411582199152e-05	1.49091306680996	0.272	0.134	0.647359427079167	"Mig"	"TUBA1B"	"male"	"Entorhinal Cortex"
"LDLRAD41"	6.1241412028158e-05	-0.548601044150662	0.32	0.618	0.659202559071093	"Mig"	"LDLRAD4"	"male"	"Entorhinal Cortex"
"HSPH11"	6.26307430351282e-05	1.36845335231434	0.211	0.084	0.67415731803012	"Mig"	"HSPH1"	"male"	"Entorhinal Cortex"
"RERE1"	6.66831703444842e-05	-0.581954498923953	0.197	0.427	0.717777645588028	"Mig"	"RERE"	"male"	"Entorhinal Cortex"
"COA11"	6.67727933083507e-05	-0.937799820184632	0.014	0.134	0.718742347171087	"Mig"	"COA1"	"male"	"Entorhinal Cortex"
"RNF216"	6.98078040526418e-05	-0.944909921327452	0.02	0.145	0.751411202822636	"Mig"	"RNF216"	"male"	"Entorhinal Cortex"
"B3GAT11"	7.04531149934145e-05	1.51866773425695	0.129	0.031	0.758357329789114	"Mig"	"B3GAT1"	"male"	"Entorhinal Cortex"
"DLC11"	7.23033433766244e-05	-0.957579442315782	0.02	0.145	0.778273188105985	"Mig"	"DLC1"	"male"	"Entorhinal Cortex"
"BIRC6-AS21"	7.37655982278189e-05	-1.08181004618292	0.014	0.13	0.794012899324243	"Mig"	"BIRC6-AS2"	"male"	"Entorhinal Cortex"
"RP11-452H21.1"	7.45516064956266e-05	-1.04976224627693	0.034	0.172	0.802473492318925	"Mig"	"RP11-452H21.1"	"male"	"Entorhinal Cortex"
"CACUL11"	7.79725960441752e-05	-0.823772296246044	0.034	0.172	0.839297023819502	"Mig"	"CACUL1"	"male"	"Entorhinal Cortex"
"HGSNAT1"	7.99212087998395e-05	-1.11776496210363	0.007	0.115	0.860271891521472	"Mig"	"HGSNAT"	"male"	"Entorhinal Cortex"
"KANSL11"	8.21445276322613e-05	-0.622922436828917	0.143	0.344	0.884203695433661	"Mig"	"KANSL1"	"male"	"Entorhinal Cortex"
"CCDC26"	8.23506158321496e-05	-1.10046891289196	0.054	0.202	0.886422028817259	"Mig"	"CCDC26"	"male"	"Entorhinal Cortex"
"CTTNBP2NL"	8.30588465516276e-05	-0.735213383196544	0.075	0.244	0.894045424281719	"Mig"	"CTTNBP2NL"	"male"	"Entorhinal Cortex"
"RANGAP11"	8.41656851337697e-05	1.29635057217673	0.129	0.031	0.905959434779897	"Mig"	"RANGAP1"	"male"	"Entorhinal Cortex"
"ANKRD36C1"	8.44741862609586e-05	-1.0056784039754	0.007	0.115	0.909280140912958	"Mig"	"ANKRD36C"	"male"	"Entorhinal Cortex"
"SUMF11"	8.4796940271461e-05	-0.941678614844946	0.15	0.332	0.912754265082006	"Mig"	"SUMF1"	"male"	"Entorhinal Cortex"
"RGS1"	8.67175296686635e-05	-0.788504104044325	0.068	0.229	0.933427489353494	"Mig"	"RGS1"	"male"	"Entorhinal Cortex"
"RP11-417F21.1"	8.78752099090708e-05	-1.17761395508631	0.007	0.115	0.945888759461238	"Mig"	"RP11-417F21.1"	"male"	"Entorhinal Cortex"
"KCNMB1"	8.99768845330112e-05	-1.16060781331799	0.007	0.115	0.968511185113332	"Mig"	"KCNMB1"	"male"	"Entorhinal Cortex"
"CACNA1D"	9.47738138828523e-05	-1.05374542440912	0.027	0.156	1	"Mig"	"CACNA1D"	"male"	"Entorhinal Cortex"
"THRB1"	0.000100431849201924	1.41073326917641	0.143	0.038	1	"Mig"	"THRB"	"male"	"Entorhinal Cortex"
"MANBA"	0.000100561693866485	-0.726849800001434	0.088	0.267	1	"Mig"	"MANBA"	"male"	"Entorhinal Cortex"
"PTGDS1"	0.000105816889832929	0.67029859675719	0.449	0.302	1	"Mig"	"PTGDS"	"male"	"Entorhinal Cortex"
"MNAT11"	0.000108576124149852	-0.959981108599739	0.027	0.153	1	"Mig"	"MNAT1"	"male"	"Entorhinal Cortex"
"ATM1"	0.00011203257396138	-0.739537493617251	0.197	0.416	1	"Mig"	"ATM"	"male"	"Entorhinal Cortex"
"PID11"	0.00011973294234336	-1.22111583637461	0.007	0.111	1	"Mig"	"PID1"	"male"	"Entorhinal Cortex"
"SMYD31"	0.00012265961251327	-0.765689941031965	0.109	0.294	1	"Mig"	"SMYD3"	"male"	"Entorhinal Cortex"
"RP3-399L15.31"	0.000127221128376593	-1.09770650056509	0.014	0.122	1	"Mig"	"RP3-399L15.3"	"male"	"Entorhinal Cortex"
"FAM49A1"	0.000128268740148936	-0.763437391082528	0.054	0.198	1	"Mig"	"FAM49A"	"male"	"Entorhinal Cortex"
"BCO2"	0.000128500254119634	-0.952903771891231	0.007	0.111	1	"Mig"	"BCO2"	"male"	"Entorhinal Cortex"
"HLA-DPB1"	0.000130978722627825	-0.998436166673731	0.095	0.256	1	"Mig"	"HLA-DPB1"	"male"	"Entorhinal Cortex"
"ST3GAL1"	0.00013198891093367	-1.07688079636859	0.02	0.137	1	"Mig"	"ST3GAL1"	"male"	"Entorhinal Cortex"
"BAZ2B1"	0.000135006329264967	-0.743866413206721	0.156	0.355	1	"Mig"	"BAZ2B"	"male"	"Entorhinal Cortex"
"AIG11"	0.000135279713623317	-0.666518105222207	0.068	0.225	1	"Mig"	"AIG1"	"male"	"Entorhinal Cortex"
"PGM5P2"	0.000140358591138376	-0.903373061099595	0.048	0.187	1	"Mig"	"PGM5P2"	"male"	"Entorhinal Cortex"
"BMP2K1"	0.000140860654228174	-0.50360036471571	0.265	0.538	1	"Mig"	"BMP2K"	"male"	"Entorhinal Cortex"
"NR4A2"	0.000141068685382136	-1.25913709785648	0.014	0.122	1	"Mig"	"NR4A2"	"male"	"Entorhinal Cortex"
"UTY1"	0.000143944120140257	-0.706181492701518	0.075	0.229	1	"Mig"	"UTY"	"male"	"Entorhinal Cortex"
"DISC1"	0.000144912480336321	-0.243229627464267	0.238	0.477	1	"Mig"	"DISC1"	"male"	"Entorhinal Cortex"
"IFITM31"	0.00014944856811769	1.32878131829233	0.102	0.019	1	"Mig"	"IFITM3"	"male"	"Entorhinal Cortex"
"NRXN11"	0.000159313076600136	-0.895783194600017	0.088	0.256	1	"Mig"	"NRXN1"	"male"	"Entorhinal Cortex"
"GPR34"	0.000164696500648724	-0.985046452958173	0.082	0.237	1	"Mig"	"GPR34"	"male"	"Entorhinal Cortex"
"UVRAG1"	0.000164930323936435	-0.677832425867473	0.15	0.351	1	"Mig"	"UVRAG"	"male"	"Entorhinal Cortex"
"TNRC6B1"	0.000166728878167675	-0.494265503635587	0.19	0.408	1	"Mig"	"TNRC6B"	"male"	"Entorhinal Cortex"
"SAMD12"	0.00016684792686417	-0.451338840164832	0.02	0.137	1	"Mig"	"SAMD12"	"male"	"Entorhinal Cortex"
"AZIN2"	0.000170630214536883	-0.923105383108451	0.014	0.122	1	"Mig"	"AZIN2"	"male"	"Entorhinal Cortex"
"EEPD1"	0.000173533084222458	-1.03430012628018	0.007	0.107	1	"Mig"	"EEPD1"	"male"	"Entorhinal Cortex"
"ABHD15-AS1"	0.000174335363454008	-0.947434489354485	0.02	0.134	1	"Mig"	"ABHD15-AS1"	"male"	"Entorhinal Cortex"
"CCNH"	0.000176945403929191	-0.854920384003743	0.014	0.122	1	"Mig"	"CCNH"	"male"	"Entorhinal Cortex"
"FAM102B"	0.000178677095439257	-0.740221226576495	0.041	0.176	1	"Mig"	"FAM102B"	"male"	"Entorhinal Cortex"
"RBFOX11"	0.000183158314138535	-0.878341932253403	0.034	0.16	1	"Mig"	"RBFOX1"	"male"	"Entorhinal Cortex"
"CANX1"	0.000185166832105631	1.2648167127524	0.177	0.065	1	"Mig"	"CANX"	"male"	"Entorhinal Cortex"
"GARNL31"	0.000191357598338432	-0.906905271914848	0.034	0.16	1	"Mig"	"GARNL3"	"male"	"Entorhinal Cortex"
"ZDHHC141"	0.000191563554948907	-0.648227097388432	0.054	0.198	1	"Mig"	"ZDHHC14"	"male"	"Entorhinal Cortex"
"NRF11"	0.000192777423645937	-0.778337360750518	0.048	0.183	1	"Mig"	"NRF1"	"male"	"Entorhinal Cortex"
"HIST2H2BE"	0.000208438235761922	-1.01217176779018	0.02	0.134	1	"Mig"	"HIST2H2BE"	"male"	"Entorhinal Cortex"
"GNG71"	0.000209678789120583	-0.78104933284185	0.095	0.26	1	"Mig"	"GNG7"	"male"	"Entorhinal Cortex"
"HMGN11"	0.000217153158401396	-0.859894814474033	0.02	0.134	1	"Mig"	"HMGN1"	"male"	"Entorhinal Cortex"
"ATP9B1"	0.000224936408637207	-0.649191994661236	0.075	0.225	1	"Mig"	"ATP9B"	"male"	"Entorhinal Cortex"
"LPAR11"	0.000227224003583017	-0.779634918923045	0.061	0.206	1	"Mig"	"LPAR1"	"male"	"Entorhinal Cortex"
"ETV61"	0.000229606041917029	-0.483703178177956	0.265	0.492	1	"Mig"	"ETV6"	"male"	"Entorhinal Cortex"
"GRAMD1B1"	0.000236117690668962	-0.927429625609344	0.014	0.118	1	"Mig"	"GRAMD1B"	"male"	"Entorhinal Cortex"
"RNF1301"	0.000242156070093186	-0.706424302614271	0.156	0.34	1	"Mig"	"RNF130"	"male"	"Entorhinal Cortex"
"DLEU7"	0.000247274940266638	-0.904325208080891	0.007	0.103	1	"Mig"	"DLEU7"	"male"	"Entorhinal Cortex"
"BCL21"	0.000248371069878933	-0.910666063494148	0.088	0.24	1	"Mig"	"BCL2"	"male"	"Entorhinal Cortex"
"MAX1"	0.000250632218250706	-0.914644887125671	0.034	0.156	1	"Mig"	"MAX"	"male"	"Entorhinal Cortex"
"AC004448.5"	0.000253910136045533	1.19586716084288	0.17	0.061	1	"Mig"	"AC004448.5"	"male"	"Entorhinal Cortex"
"RP11-202G18.1"	0.000256936850826794	-1.34266461793416	0.014	0.115	1	"Mig"	"RP11-202G18.1"	"male"	"Entorhinal Cortex"
"EPSTI1"	0.000261989542489485	-0.977372765067814	0.02	0.13	1	"Mig"	"EPSTI1"	"male"	"Entorhinal Cortex"
"NLRP1"	0.000263367038996576	-0.770838775592644	0.034	0.156	1	"Mig"	"NLRP1"	"male"	"Entorhinal Cortex"
"SP140"	0.000266473181883805	-1.14822962426152	0.014	0.115	1	"Mig"	"SP140"	"male"	"Entorhinal Cortex"
"JUN1"	0.00027434071710617	-1.03706219373729	0.014	0.115	1	"Mig"	"JUN"	"male"	"Entorhinal Cortex"
"TRANK1"	0.000278354836049941	-1.02473221619108	0.014	0.115	1	"Mig"	"TRANK1"	"male"	"Entorhinal Cortex"
"RP11-115J23.1"	0.000287285318819207	-0.897574836556734	0.027	0.141	1	"Mig"	"RP11-115J23.1"	"male"	"Entorhinal Cortex"
"LINC010941"	0.000290233546470314	-0.791686479225035	0.054	0.195	1	"Mig"	"LINC01094"	"male"	"Entorhinal Cortex"
"LINC01608"	0.000305261713002489	-1.14148430640005	0.02	0.126	1	"Mig"	"LINC01608"	"male"	"Entorhinal Cortex"
"PDE3B1"	0.000313556567081326	-0.593909330133354	0.129	0.317	1	"Mig"	"PDE3B"	"male"	"Entorhinal Cortex"
"RCSD1"	0.000317550641854368	-0.541241757486623	0.082	0.233	1	"Mig"	"RCSD1"	"male"	"Entorhinal Cortex"
"ITGA91"	0.000324346868484762	-1.05495079987898	0.027	0.137	1	"Mig"	"ITGA9"	"male"	"Entorhinal Cortex"
"APPL21"	0.000325242729270883	-0.775782273698547	0.068	0.21	1	"Mig"	"APPL2"	"male"	"Entorhinal Cortex"
"IKZF1"	0.000332214400302346	-0.646764186340307	0.082	0.233	1	"Mig"	"IKZF1"	"male"	"Entorhinal Cortex"
"LAMP21"	0.000332468499358266	1.23582557509214	0.238	0.118	1	"Mig"	"LAMP2"	"male"	"Entorhinal Cortex"
"CLEC7A"	0.000333505073892969	-0.69377735274979	0.054	0.191	1	"Mig"	"CLEC7A"	"male"	"Entorhinal Cortex"
"GRID21"	0.000334618640025661	-0.818472548580423	0.252	0.447	1	"Mig"	"GRID2"	"male"	"Entorhinal Cortex"
"PSAP1"	0.000336345833888673	1.23148352978871	0.456	0.363	1	"Mig"	"PSAP"	"male"	"Entorhinal Cortex"
"TBC1D11"	0.000337513223037208	-0.522840494258301	0.082	0.237	1	"Mig"	"TBC1D1"	"male"	"Entorhinal Cortex"
"SGK11"	0.000341949189433625	-0.80438566928293	0.122	0.286	1	"Mig"	"SGK1"	"male"	"Entorhinal Cortex"
"PTGES31"	0.000345954242068621	1.25237371487751	0.218	0.103	1	"Mig"	"PTGES3"	"male"	"Entorhinal Cortex"
"HLA-DPA1"	0.000351662535188659	-1.11867883933965	0.061	0.191	1	"Mig"	"HLA-DPA1"	"male"	"Entorhinal Cortex"
"TMEM1441"	0.000356866949469352	-0.827234709145381	0.075	0.221	1	"Mig"	"TMEM144"	"male"	"Entorhinal Cortex"
"MTDH1"	0.00036025639941156	-0.54411551147215	0.068	0.21	1	"Mig"	"MTDH"	"male"	"Entorhinal Cortex"
"SYK"	0.000363059574986237	-0.322964731402864	0.231	0.469	1	"Mig"	"SYK"	"male"	"Entorhinal Cortex"
"LRRC16A1"	0.000366514954453123	-0.713749185754873	0.054	0.187	1	"Mig"	"LRRC16A"	"male"	"Entorhinal Cortex"
"ATF7IP1"	0.000370248748227599	-0.25411410548572	0.088	0.244	1	"Mig"	"ATF7IP"	"male"	"Entorhinal Cortex"
