"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"MACF1"	0.00301564293297131	0.35342876619438	0.873	0.722	1	"Ast"	"MACF1"	"female"	"Entorhinal Cortex"
"GK5"	0.00303290982580901	0.456303717762941	0.127	0.04	1	"Ast"	"GK5"	"female"	"Entorhinal Cortex"
"SLC25A18"	0.00305707150992773	0.393490850913993	0.506	0.335	1	"Ast"	"SLC25A18"	"female"	"Entorhinal Cortex"
"NUP160"	0.00308902882009699	0.504618817522481	0.143	0.051	1	"Ast"	"NUP160"	"female"	"Entorhinal Cortex"
"COL27A1"	0.00310439361751651	0.512403759516992	0.143	0.051	1	"Ast"	"COL27A1"	"female"	"Entorhinal Cortex"
"MBOAT2"	0.00311523207615098	0.384569051011639	0.163	0.062	1	"Ast"	"MBOAT2"	"female"	"Entorhinal Cortex"
"FAM171B"	0.00313961468761279	-0.776312288235908	0.229	0.33	1	"Ast"	"FAM171B"	"female"	"Entorhinal Cortex"
"POT1"	0.00318166011603911	0.421499105808408	0.135	0.045	1	"Ast"	"POT1"	"female"	"Entorhinal Cortex"
"LGI1"	0.00321027265385525	0.104782191015477	0.367	0.205	1	"Ast"	"LGI1"	"female"	"Entorhinal Cortex"
"USP33"	0.00321378372377155	0.488396964244309	0.192	0.085	1	"Ast"	"USP33"	"female"	"Entorhinal Cortex"
"RASSF8"	0.00321716179937166	0.468002154522889	0.294	0.159	1	"Ast"	"RASSF8"	"female"	"Entorhinal Cortex"
"BRK1"	0.00321823190117879	-0.74553442780827	0.053	0.131	1	"Ast"	"BRK1"	"female"	"Entorhinal Cortex"
"TOM1L1"	0.00324584483266975	-0.739387620240502	0.069	0.153	1	"Ast"	"TOM1L1"	"female"	"Entorhinal Cortex"
"CTD-2561J22.3"	0.00326310903048745	0.492159008532698	0.122	0.04	1	"Ast"	"CTD-2561J22.3"	"female"	"Entorhinal Cortex"
"ZNF438"	0.00327982014963476	0.414789173337895	0.241	0.119	1	"Ast"	"ZNF438"	"female"	"Entorhinal Cortex"
"SOD1"	0.00330078130349608	-0.859187708714449	0.057	0.136	1	"Ast"	"SOD1"	"female"	"Entorhinal Cortex"
"MAN1C1"	0.00339202999576616	0.464476770747922	0.151	0.057	1	"Ast"	"MAN1C1"	"female"	"Entorhinal Cortex"
"WHSC1L1"	0.00340583687765568	0.296924143045173	0.249	0.119	1	"Ast"	"WHSC1L1"	"female"	"Entorhinal Cortex"
"AFF1"	0.00340965153650123	0.22374193176755	0.347	0.193	1	"Ast"	"AFF1"	"female"	"Entorhinal Cortex"
"TERF1"	0.00344302717378366	-0.683236665715205	0.061	0.142	1	"Ast"	"TERF1"	"female"	"Entorhinal Cortex"
"SIMC1"	0.00344727099340248	0.262303625929759	0.171	0.068	1	"Ast"	"SIMC1"	"female"	"Entorhinal Cortex"
"CEP290"	0.00346316916013899	0.425210255253814	0.159	0.062	1	"Ast"	"CEP290"	"female"	"Entorhinal Cortex"
"ROCK2"	0.00348746829518425	0.403874286576241	0.176	0.074	1	"Ast"	"ROCK2"	"female"	"Entorhinal Cortex"
"RERE"	0.00349061693179064	0.362668654766951	0.424	0.261	1	"Ast"	"RERE"	"female"	"Entorhinal Cortex"
"GLIS3"	0.00349343770171824	0.291010702700108	0.727	0.54	1	"Ast"	"GLIS3"	"female"	"Entorhinal Cortex"
"PIK3C2A"	0.00350549739657125	-0.708772135561755	0.171	0.278	1	"Ast"	"PIK3C2A"	"female"	"Entorhinal Cortex"
"NDUFB4"	0.00350631598729293	-1.08701425605836	0.082	0.165	1	"Ast"	"NDUFB4"	"female"	"Entorhinal Cortex"
"DCAKD"	0.00353237947525268	0.49273157842589	0.131	0.045	1	"Ast"	"DCAKD"	"female"	"Entorhinal Cortex"
"NFYC"	0.00355050010124429	0.567740567982911	0.131	0.045	1	"Ast"	"NFYC"	"female"	"Entorhinal Cortex"
"SETD5"	0.0036027347327489	0.241628852012571	0.343	0.188	1	"Ast"	"SETD5"	"female"	"Entorhinal Cortex"
"C2CD2"	0.00360339467287245	0.291151092526027	0.135	0.045	1	"Ast"	"C2CD2"	"female"	"Entorhinal Cortex"
"UBE2G1"	0.00362383138385505	0.410936874796324	0.131	0.045	1	"Ast"	"UBE2G1"	"female"	"Entorhinal Cortex"
"MROH8"	0.00364480280049562	0.453979320496653	0.139	0.051	1	"Ast"	"MROH8"	"female"	"Entorhinal Cortex"
"ATG7"	0.00365641235598594	0.250788239019266	0.388	0.216	1	"Ast"	"ATG7"	"female"	"Entorhinal Cortex"
"LRP4"	0.00369357774822094	-0.692695696495319	0.551	0.551	1	"Ast"	"LRP4"	"female"	"Entorhinal Cortex"
"LUC7L3"	0.00371393058951133	0.312046335837638	0.596	0.438	1	"Ast"	"LUC7L3"	"female"	"Entorhinal Cortex"
"RRAGB"	0.00371715477241496	0.454423662024127	0.114	0.034	1	"Ast"	"RRAGB"	"female"	"Entorhinal Cortex"
"HMGCLL1"	0.00372178536583954	0.52240524912448	0.147	0.057	1	"Ast"	"HMGCLL1"	"female"	"Entorhinal Cortex"
"FOS"	0.00374087586503308	0.298365145607486	0.359	0.216	1	"Ast"	"FOS"	"female"	"Entorhinal Cortex"
"HS6ST1"	0.00374586667560815	0.388764211738279	0.122	0.04	1	"Ast"	"HS6ST1"	"female"	"Entorhinal Cortex"
"HMGN2"	0.00374623977145902	-0.600076262975543	0.041	0.114	1	"Ast"	"HMGN2"	"female"	"Entorhinal Cortex"
"PAK1"	0.00377464121713283	0.419260059130017	0.131	0.045	1	"Ast"	"PAK1"	"female"	"Entorhinal Cortex"
"SSH2"	0.00378268458184638	0.44141611070467	0.265	0.142	1	"Ast"	"SSH2"	"female"	"Entorhinal Cortex"
"NFASC"	0.00378514640673393	0.308502654153413	0.253	0.125	1	"Ast"	"NFASC"	"female"	"Entorhinal Cortex"
"MPDZ"	0.00378690923803628	0.278395251179815	0.216	0.102	1	"Ast"	"MPDZ"	"female"	"Entorhinal Cortex"
"APOO"	0.00386292337718142	-0.739144728915163	0.114	0.21	1	"Ast"	"APOO"	"female"	"Entorhinal Cortex"
"SLC35F1"	0.00387180227873946	-0.782760948216931	0.196	0.29	1	"Ast"	"SLC35F1"	"female"	"Entorhinal Cortex"
"SLC16A9"	0.00388180325874672	0.409594345008119	0.294	0.165	1	"Ast"	"SLC16A9"	"female"	"Entorhinal Cortex"
"INO80"	0.00388649923395276	0.414997567572587	0.122	0.04	1	"Ast"	"INO80"	"female"	"Entorhinal Cortex"
"BAALC"	0.00389001767877543	0.193392145749732	0.278	0.142	1	"Ast"	"BAALC"	"female"	"Entorhinal Cortex"
"RP11-554F20.1"	0.00389711300621774	0.485290238752985	0.11	0.034	1	"Ast"	"RP11-554F20.1"	"female"	"Entorhinal Cortex"
"LPP"	0.0038982930249236	0.288877288122323	0.563	0.381	1	"Ast"	"LPP"	"female"	"Entorhinal Cortex"
"PPP1R12A"	0.00391294575031649	0.427361142782339	0.327	0.182	1	"Ast"	"PPP1R12A"	"female"	"Entorhinal Cortex"
"POGZ"	0.00392210468003223	0.190844777869154	0.404	0.239	1	"Ast"	"POGZ"	"female"	"Entorhinal Cortex"
"CD109"	0.00393112785991077	0.494062747319663	0.131	0.045	1	"Ast"	"CD109"	"female"	"Entorhinal Cortex"
"CSNK2A1"	0.00394821664455154	0.515179010688946	0.122	0.04	1	"Ast"	"CSNK2A1"	"female"	"Entorhinal Cortex"
"POLD3"	0.0040041517135062	0.463661166979559	0.102	0.028	1	"Ast"	"POLD3"	"female"	"Entorhinal Cortex"
"GAPDH"	0.00400621977379896	-0.648100674190942	0.4	0.466	1	"Ast"	"GAPDH"	"female"	"Entorhinal Cortex"
"PPA2"	0.00400904652251502	0.495370143448465	0.196	0.091	1	"Ast"	"PPA2"	"female"	"Entorhinal Cortex"
"CAMK2G"	0.00401690091692281	0.413411384185703	0.539	0.364	1	"Ast"	"CAMK2G"	"female"	"Entorhinal Cortex"
"B4GALNT4"	0.00402157813898027	0.358978301290584	0.306	0.165	1	"Ast"	"B4GALNT4"	"female"	"Entorhinal Cortex"
"ZZEF1"	0.00402205456500955	0.315107877454218	0.176	0.074	1	"Ast"	"ZZEF1"	"female"	"Entorhinal Cortex"
"TOMM40"	0.00402732304364396	0.511197456707698	0.102	0.028	1	"Ast"	"TOMM40"	"female"	"Entorhinal Cortex"
"MTR"	0.00404569231109588	0.380551540768885	0.114	0.034	1	"Ast"	"MTR"	"female"	"Entorhinal Cortex"
"HTRA1"	0.00406956848744426	-0.858933648799889	0.155	0.25	1	"Ast"	"HTRA1"	"female"	"Entorhinal Cortex"
"CCBL1"	0.00407324622671765	0.575957586314608	0.11	0.034	1	"Ast"	"CCBL1"	"female"	"Entorhinal Cortex"
"WDR61"	0.00412122303975519	0.412516855908491	0.102	0.028	1	"Ast"	"WDR61"	"female"	"Entorhinal Cortex"
"C9orf3"	0.0041256812774451	0.384793084778437	0.302	0.165	1	"Ast"	"C9orf3"	"female"	"Entorhinal Cortex"
"TRIO"	0.0041505338983774	0.51787652760457	0.371	0.239	1	"Ast"	"TRIO"	"female"	"Entorhinal Cortex"
"MAPK4"	0.00418866271013457	0.180606448026652	0.42	0.261	1	"Ast"	"MAPK4"	"female"	"Entorhinal Cortex"
"MAGI1"	0.00419241918556981	0.32297182217593	0.437	0.273	1	"Ast"	"MAGI1"	"female"	"Entorhinal Cortex"
"PADI2"	0.00420166409359671	0.291706242858124	0.167	0.068	1	"Ast"	"PADI2"	"female"	"Entorhinal Cortex"
"LTBP1"	0.00424244812691239	0.447510844546617	0.282	0.153	1	"Ast"	"LTBP1"	"female"	"Entorhinal Cortex"
"KPNA1"	0.0042482013988926	0.258245721592659	0.122	0.04	1	"Ast"	"KPNA1"	"female"	"Entorhinal Cortex"
"ACER3"	0.00431259679212642	0.487826942111733	0.147	0.057	1	"Ast"	"ACER3"	"female"	"Entorhinal Cortex"
"HAVCR2"	0.00431503056870962	0.433194446206179	0.102	0.028	1	"Ast"	"HAVCR2"	"female"	"Entorhinal Cortex"
"ZNF609"	0.00434016822541553	0.344326932803197	0.371	0.222	1	"Ast"	"ZNF609"	"female"	"Entorhinal Cortex"
"ELN"	0.00434846234461049	0.434292861475463	0.131	0.045	1	"Ast"	"ELN"	"female"	"Entorhinal Cortex"
"UFD1L"	0.00436475430019861	0.442643766769382	0.102	0.028	1	"Ast"	"UFD1L"	"female"	"Entorhinal Cortex"
"FBN1"	0.004382977533955	0.44022828140996	0.122	0.04	1	"Ast"	"FBN1"	"female"	"Entorhinal Cortex"
"RP11-1000B6.3"	0.00444375017779669	0.238841453797599	0.335	0.188	1	"Ast"	"RP11-1000B6.3"	"female"	"Entorhinal Cortex"
"SSBP2"	0.00447062664600146	0.434988634672008	0.367	0.227	1	"Ast"	"SSBP2"	"female"	"Entorhinal Cortex"
"CSRNP3"	0.0044909023752318	0.442364550470507	0.155	0.062	1	"Ast"	"CSRNP3"	"female"	"Entorhinal Cortex"
"L2HGDH"	0.00449626972954944	0.45240722315318	0.11	0.034	1	"Ast"	"L2HGDH"	"female"	"Entorhinal Cortex"
"PLEKHA1"	0.00451704136343357	0.43898043306756	0.102	0.028	1	"Ast"	"PLEKHA1"	"female"	"Entorhinal Cortex"
"MAP2K4"	0.00452658096044083	0.559006291554284	0.118	0.04	1	"Ast"	"MAP2K4"	"female"	"Entorhinal Cortex"
"MTCH2"	0.00454187987839445	0.396739255173368	0.147	0.057	1	"Ast"	"MTCH2"	"female"	"Entorhinal Cortex"
"KIAA1755"	0.00456533181480305	0.450675816088327	0.188	0.085	1	"Ast"	"KIAA1755"	"female"	"Entorhinal Cortex"
"RP11-266O8.1"	0.00456578505206652	0.303873250727165	0.224	0.114	1	"Ast"	"RP11-266O8.1"	"female"	"Entorhinal Cortex"
"HNRNPL"	0.00456636068756711	0.41630126717597	0.18	0.08	1	"Ast"	"HNRNPL"	"female"	"Entorhinal Cortex"
"FBXO11"	0.00462474318170487	0.379396451384471	0.269	0.148	1	"Ast"	"FBXO11"	"female"	"Entorhinal Cortex"
"C8orf37-AS1"	0.00463678008390689	0.432540459039963	0.155	0.062	1	"Ast"	"C8orf37-AS1"	"female"	"Entorhinal Cortex"
"LINC01572"	0.00465598856736199	-0.747430541245869	0.11	0.199	1	"Ast"	"LINC01572"	"female"	"Entorhinal Cortex"
"GLMN"	0.00466421265270274	0.242892151543853	0.122	0.04	1	"Ast"	"GLMN"	"female"	"Entorhinal Cortex"
"UBB"	0.00466809222116991	-0.93982551099926	0.118	0.205	1	"Ast"	"UBB"	"female"	"Entorhinal Cortex"
"FUT8"	0.00471262959631293	0.413007065348457	0.298	0.176	1	"Ast"	"FUT8"	"female"	"Entorhinal Cortex"
"ARID5B"	0.00473434266791736	0.441734542690551	0.131	0.045	1	"Ast"	"ARID5B"	"female"	"Entorhinal Cortex"
"POMT1"	0.00475797861290557	0.369458936147386	0.131	0.045	1	"Ast"	"POMT1"	"female"	"Entorhinal Cortex"
"CKMT2-AS1"	0.00476981744396593	0.647375400654105	0.118	0.04	1	"Ast"	"CKMT2-AS1"	"female"	"Entorhinal Cortex"
"AC002117.1"	0.00479362626886534	0.311767477694512	0.131	0.045	1	"Ast"	"AC002117.1"	"female"	"Entorhinal Cortex"
"GAN"	0.00479696624727299	0.20713010397443	0.343	0.193	1	"Ast"	"GAN"	"female"	"Entorhinal Cortex"
"NME3"	0.0048436981167258	0.313569013178502	0.331	0.188	1	"Ast"	"NME3"	"female"	"Entorhinal Cortex"
"SHISA4"	0.00489132259337013	0.292418970852316	0.102	0.028	1	"Ast"	"SHISA4"	"female"	"Entorhinal Cortex"
"MYO6"	0.00492243484224878	0.391532880932961	0.469	0.318	1	"Ast"	"MYO6"	"female"	"Entorhinal Cortex"
"CTD-2054N24.2"	0.00492835567367204	0.509505617714975	0.135	0.051	1	"Ast"	"CTD-2054N24.2"	"female"	"Entorhinal Cortex"
"RFX2"	0.00494079429279662	0.296308932290514	0.253	0.131	1	"Ast"	"RFX2"	"female"	"Entorhinal Cortex"
"MALAT1"	0.0049764495287393	0.152104663042431	1	1	1	"Ast"	"MALAT1"	"female"	"Entorhinal Cortex"
"G3BP1"	0.00500028596909283	0.328309293694953	0.131	0.045	1	"Ast"	"G3BP1"	"female"	"Entorhinal Cortex"
"FAM155A"	0.0050061252703695	-0.836738177595042	0.449	0.5	1	"Ast"	"FAM155A"	"female"	"Entorhinal Cortex"
"ZZZ3"	0.00500999542750939	0.511539225284593	0.159	0.068	1	"Ast"	"ZZZ3"	"female"	"Entorhinal Cortex"
"UBXN4"	0.00503880120495479	0.522874716426549	0.216	0.108	1	"Ast"	"UBXN4"	"female"	"Entorhinal Cortex"
"TNPO3"	0.00506714046850843	0.397178780522281	0.11	0.034	1	"Ast"	"TNPO3"	"female"	"Entorhinal Cortex"
"BTRC"	0.00507741297498696	0.481527534808314	0.184	0.085	1	"Ast"	"BTRC"	"female"	"Entorhinal Cortex"
"QARS"	0.00509458151669215	0.396504915298775	0.11	0.034	1	"Ast"	"QARS"	"female"	"Entorhinal Cortex"
"SYMPK"	0.00509839076678181	0.325461169774896	0.196	0.091	1	"Ast"	"SYMPK"	"female"	"Entorhinal Cortex"
"SRI"	0.00512286937293472	-0.784774586479179	0.069	0.148	1	"Ast"	"SRI"	"female"	"Entorhinal Cortex"
"N4BP2L1"	0.00512314256283914	0.423201740419959	0.135	0.051	1	"Ast"	"N4BP2L1"	"female"	"Entorhinal Cortex"
"AC058791.1"	0.00518448153668408	0.224075706881148	0.139	0.051	1	"Ast"	"AC058791.1"	"female"	"Entorhinal Cortex"
"TRIL"	0.00521061498862621	0.526417269014252	0.118	0.04	1	"Ast"	"TRIL"	"female"	"Entorhinal Cortex"
"BCL7C"	0.00521828237200882	0.561147485536646	0.106	0.034	1	"Ast"	"BCL7C"	"female"	"Entorhinal Cortex"
"USP34"	0.00521987848162232	0.306293988792292	0.388	0.244	1	"Ast"	"USP34"	"female"	"Entorhinal Cortex"
"RGMA"	0.00523532921509967	0.368469121539658	0.29	0.165	1	"Ast"	"RGMA"	"female"	"Entorhinal Cortex"
"MLLT4"	0.0052375604458189	0.313806813126907	0.216	0.102	1	"Ast"	"MLLT4"	"female"	"Entorhinal Cortex"
"TTBK2"	0.00523918679283527	0.388437301204408	0.163	0.068	1	"Ast"	"TTBK2"	"female"	"Entorhinal Cortex"
"PMP2"	0.00524408447059068	-0.813526057600874	0.078	0.159	1	"Ast"	"PMP2"	"female"	"Entorhinal Cortex"
"UBE3A"	0.00527231954699303	0.392915861094751	0.2	0.097	1	"Ast"	"UBE3A"	"female"	"Entorhinal Cortex"
"ATXN7L1"	0.00529604813244295	0.503556564068805	0.143	0.057	1	"Ast"	"ATXN7L1"	"female"	"Entorhinal Cortex"
"CAST"	0.00535058874795691	0.480719798107911	0.135	0.051	1	"Ast"	"CAST"	"female"	"Entorhinal Cortex"
"NARF"	0.00537647122913502	0.401515243631273	0.11	0.034	1	"Ast"	"NARF"	"female"	"Entorhinal Cortex"
"SPIDR"	0.00546596178987197	0.391044058647859	0.261	0.136	1	"Ast"	"SPIDR"	"female"	"Entorhinal Cortex"
"GRIA2"	0.00547461691880205	-0.712327382901536	0.212	0.307	1	"Ast"	"GRIA2"	"female"	"Entorhinal Cortex"
"ARFGAP3"	0.00549311636734524	0.310154592617773	0.11	0.034	1	"Ast"	"ARFGAP3"	"female"	"Entorhinal Cortex"
"ITPK1"	0.0055250761805523	0.416694824376284	0.127	0.045	1	"Ast"	"ITPK1"	"female"	"Entorhinal Cortex"
"CTNND2"	0.00553425144945398	-0.254183875630194	0.927	0.892	1	"Ast"	"CTNND2"	"female"	"Entorhinal Cortex"
"WDFY3"	0.00554360491771812	0.203862469243598	0.396	0.244	1	"Ast"	"WDFY3"	"female"	"Entorhinal Cortex"
"PLOD2"	0.00558967613656053	0.317936649236334	0.253	0.136	1	"Ast"	"PLOD2"	"female"	"Entorhinal Cortex"
"TRIM47"	0.00560529691689921	0.573470775026778	0.184	0.085	1	"Ast"	"TRIM47"	"female"	"Entorhinal Cortex"
"POM121"	0.00561396138628339	0.519474139948668	0.135	0.051	1	"Ast"	"POM121"	"female"	"Entorhinal Cortex"
"SOD2"	0.0056274886509004	0.411592535962709	0.2	0.097	1	"Ast"	"SOD2"	"female"	"Entorhinal Cortex"
"PRPF3"	0.00565875617453331	0.423690001876495	0.118	0.04	1	"Ast"	"PRPF3"	"female"	"Entorhinal Cortex"
"POLD2"	0.0056815918815006	0.393998343457402	0.135	0.051	1	"Ast"	"POLD2"	"female"	"Entorhinal Cortex"
"ANGPTL4"	0.00573631120694831	0.3813151440025	0.392	0.239	1	"Ast"	"ANGPTL4"	"female"	"Entorhinal Cortex"
"PALLD"	0.00574084558718511	0.325843763987758	0.404	0.244	1	"Ast"	"PALLD"	"female"	"Entorhinal Cortex"
"EDNRB"	0.00574860352710758	-0.912809636152977	0.049	0.119	1	"Ast"	"EDNRB"	"female"	"Entorhinal Cortex"
"PUM3"	0.00578613086172666	0.653388505583619	0.106	0.034	1	"Ast"	"PUM3"	"female"	"Entorhinal Cortex"
"TNS2"	0.00581108239147473	0.271241877703411	0.139	0.051	1	"Ast"	"TNS2"	"female"	"Entorhinal Cortex"
"RNF24"	0.00581908675208819	0.369034760696569	0.204	0.097	1	"Ast"	"RNF24"	"female"	"Entorhinal Cortex"
"CCDC57"	0.00584903336072769	0.494668740189411	0.106	0.034	1	"Ast"	"CCDC57"	"female"	"Entorhinal Cortex"
"DDR1"	0.00588383778899723	0.287842006307123	0.208	0.097	1	"Ast"	"DDR1"	"female"	"Entorhinal Cortex"
"KIF27"	0.00588897430712083	0.406752472069999	0.135	0.051	1	"Ast"	"KIF27"	"female"	"Entorhinal Cortex"
"JARID2"	0.00591754705038411	0.421117262207089	0.339	0.205	1	"Ast"	"JARID2"	"female"	"Entorhinal Cortex"
"SLC25A46"	0.00592124110464603	0.376322442763529	0.143	0.057	1	"Ast"	"SLC25A46"	"female"	"Entorhinal Cortex"
"S100A1"	0.00592333428567776	-0.754996627554209	0.09	0.176	1	"Ast"	"S100A1"	"female"	"Entorhinal Cortex"
"ZHX3"	0.00593121224752957	0.254975374080334	0.543	0.358	1	"Ast"	"ZHX3"	"female"	"Entorhinal Cortex"
"ASPSCR1"	0.00595288400125983	0.66163242962973	0.122	0.045	1	"Ast"	"ASPSCR1"	"female"	"Entorhinal Cortex"
"SAMD4A"	0.00599482146436477	0.462472954222688	0.38	0.244	1	"Ast"	"SAMD4A"	"female"	"Entorhinal Cortex"
"ZFYVE9"	0.00600439654962174	0.500939822579904	0.18	0.085	1	"Ast"	"ZFYVE9"	"female"	"Entorhinal Cortex"
"RP11-849I19.1"	0.00605145607491076	-0.631078078238985	0.041	0.108	1	"Ast"	"RP11-849I19.1"	"female"	"Entorhinal Cortex"
"TMEM67"	0.00607407578555849	0.492449196268155	0.106	0.034	1	"Ast"	"TMEM67"	"female"	"Entorhinal Cortex"
"MED13"	0.00607544283141409	0.455724048756471	0.233	0.119	1	"Ast"	"MED13"	"female"	"Entorhinal Cortex"
"ZBED3-AS1"	0.00607897386921522	0.206233094145288	0.11	0.034	1	"Ast"	"ZBED3-AS1"	"female"	"Entorhinal Cortex"
"CABIN1"	0.00608790052137073	0.455265366105345	0.151	0.062	1	"Ast"	"CABIN1"	"female"	"Entorhinal Cortex"
"CPNE6"	0.00616011218098134	-0.81874046815833	0.049	0.119	1	"Ast"	"CPNE6"	"female"	"Entorhinal Cortex"
"TRMU"	0.00618939994612947	0.223283149822813	0.127	0.045	1	"Ast"	"TRMU"	"female"	"Entorhinal Cortex"
"PDE8A"	0.00620080208255616	0.323310585279458	0.347	0.21	1	"Ast"	"PDE8A"	"female"	"Entorhinal Cortex"
"LAMA5"	0.0062054638944726	0.362014019521596	0.135	0.051	1	"Ast"	"LAMA5"	"female"	"Entorhinal Cortex"
"SUN1"	0.00621593018015624	0.240222291419837	0.253	0.131	1	"Ast"	"SUN1"	"female"	"Entorhinal Cortex"
"FOXK2"	0.00627199837695855	0.54749224350006	0.122	0.045	1	"Ast"	"FOXK2"	"female"	"Entorhinal Cortex"
"CNDP1"	0.00627650545399925	0.464908821259255	0.147	0.062	1	"Ast"	"CNDP1"	"female"	"Entorhinal Cortex"
"PAN3"	0.00628376188740806	0.498060665233129	0.224	0.119	1	"Ast"	"PAN3"	"female"	"Entorhinal Cortex"
"HIPK3"	0.00629564380838407	0.455072007433773	0.151	0.062	1	"Ast"	"HIPK3"	"female"	"Entorhinal Cortex"
"ATR"	0.00632429513055901	0.386074214836707	0.135	0.051	1	"Ast"	"ATR"	"female"	"Entorhinal Cortex"
"TSPAN5"	0.00633605784452527	0.239940765419872	0.269	0.148	1	"Ast"	"TSPAN5"	"female"	"Entorhinal Cortex"
"SESN1"	0.0063493611948631	0.359792694643389	0.212	0.108	1	"Ast"	"SESN1"	"female"	"Entorhinal Cortex"
"A2ML1"	0.0063748650830076	0.473751198464079	0.106	0.034	1	"Ast"	"A2ML1"	"female"	"Entorhinal Cortex"
"SMAP1"	0.00640539603485365	0.355139343560339	0.127	0.045	1	"Ast"	"SMAP1"	"female"	"Entorhinal Cortex"
"AQP1"	0.00640909019054248	0.616213852864748	0.106	0.034	1	"Ast"	"AQP1"	"female"	"Entorhinal Cortex"
"AVL9"	0.00641199548811701	0.390425583679935	0.216	0.108	1	"Ast"	"AVL9"	"female"	"Entorhinal Cortex"
"FAF1"	0.00647355922864273	0.438308660298377	0.347	0.21	1	"Ast"	"FAF1"	"female"	"Entorhinal Cortex"
"RORA"	0.00649280970118491	-0.244447487091517	0.906	0.892	1	"Ast"	"RORA"	"female"	"Entorhinal Cortex"
"MIB1"	0.0065305615328514	0.4994362365124	0.224	0.119	1	"Ast"	"MIB1"	"female"	"Entorhinal Cortex"
"CD81"	0.00654549358466032	0.438472109875836	0.216	0.108	1	"Ast"	"CD81"	"female"	"Entorhinal Cortex"
"RP11-197K3.1"	0.00659047501769061	-0.694810311620194	0.102	0.188	1	"Ast"	"RP11-197K3.1"	"female"	"Entorhinal Cortex"
"ARFGEF2"	0.00659488658554499	0.444434992727061	0.147	0.062	1	"Ast"	"ARFGEF2"	"female"	"Entorhinal Cortex"
"CCT3"	0.00661799740197775	0.464042422652904	0.106	0.034	1	"Ast"	"CCT3"	"female"	"Entorhinal Cortex"
"OAT"	0.00663647289534031	-0.703271500620713	0.053	0.125	1	"Ast"	"OAT"	"female"	"Entorhinal Cortex"
"GON4L"	0.00664415272489657	0.4692840617526	0.216	0.108	1	"Ast"	"GON4L"	"female"	"Entorhinal Cortex"
"SPOCK3"	0.00665348412396991	0.503706869635904	0.114	0.04	1	"Ast"	"SPOCK3"	"female"	"Entorhinal Cortex"
"ARID2"	0.00666330914293166	0.400687626293819	0.224	0.119	1	"Ast"	"ARID2"	"female"	"Entorhinal Cortex"
"GNA12"	0.00676030276807123	0.192365429346849	0.151	0.062	1	"Ast"	"GNA12"	"female"	"Entorhinal Cortex"
"MAX"	0.00679900827540547	0.40221571230075	0.233	0.119	1	"Ast"	"MAX"	"female"	"Entorhinal Cortex"
"RAD9A"	0.00680539903397881	0.332004924468523	0.151	0.062	1	"Ast"	"RAD9A"	"female"	"Entorhinal Cortex"
"ALMS1"	0.00684320184997547	0.472841451893668	0.114	0.04	1	"Ast"	"ALMS1"	"female"	"Entorhinal Cortex"
"RPAP2"	0.00686706006170621	0.447344944852146	0.184	0.085	1	"Ast"	"RPAP2"	"female"	"Entorhinal Cortex"
"PC"	0.00686945709803103	0.42017106625354	0.106	0.034	1	"Ast"	"PC"	"female"	"Entorhinal Cortex"
"LDHB"	0.00687272836322651	-0.791426508075351	0.139	0.227	1	"Ast"	"LDHB"	"female"	"Entorhinal Cortex"
"KCNMB2-AS1"	0.00691336908193742	-0.742405261946809	0.065	0.142	1	"Ast"	"KCNMB2-AS1"	"female"	"Entorhinal Cortex"
"PSME4"	0.00692657972112053	0.214335198257148	0.159	0.068	1	"Ast"	"PSME4"	"female"	"Entorhinal Cortex"
"DMGDH"	0.0069824082222419	0.178505094369007	0.135	0.051	1	"Ast"	"DMGDH"	"female"	"Entorhinal Cortex"
"NAIP"	0.00701006846942786	0.407770525958161	0.192	0.091	1	"Ast"	"NAIP"	"female"	"Entorhinal Cortex"
"FAM135B"	0.00703500586705906	0.432270151592695	0.151	0.062	1	"Ast"	"FAM135B"	"female"	"Entorhinal Cortex"
"SWT1"	0.0070377863036125	0.467114062216277	0.114	0.04	1	"Ast"	"SWT1"	"female"	"Entorhinal Cortex"
"PRKDC"	0.00710145136822415	0.45241959417928	0.171	0.08	1	"Ast"	"PRKDC"	"female"	"Entorhinal Cortex"
"KDM6A"	0.00712318800108401	0.388864952394018	0.18	0.085	1	"Ast"	"KDM6A"	"female"	"Entorhinal Cortex"
"SRRM1"	0.00715343637880256	0.508848788038204	0.237	0.131	1	"Ast"	"SRRM1"	"female"	"Entorhinal Cortex"
"RAD50"	0.0071808616372395	0.479908638801733	0.18	0.085	1	"Ast"	"RAD50"	"female"	"Entorhinal Cortex"
"TRIM33"	0.00721881872434987	0.45904808039375	0.224	0.119	1	"Ast"	"TRIM33"	"female"	"Entorhinal Cortex"
"COLEC12"	0.00722215715475645	0.321105077883924	0.22	0.114	1	"Ast"	"COLEC12"	"female"	"Entorhinal Cortex"
"LINC00685"	0.0072741229374309	0.401102110745666	0.114	0.04	1	"Ast"	"LINC00685"	"female"	"Entorhinal Cortex"
"PLEKHA8"	0.00728196355191661	0.340473567759299	0.106	0.034	1	"Ast"	"PLEKHA8"	"female"	"Entorhinal Cortex"
"GTF2IRD2B"	0.00730138507528907	0.467539525299155	0.208	0.102	1	"Ast"	"GTF2IRD2B"	"female"	"Entorhinal Cortex"
